age_bracket,fraction_male,fraction_female
0_4,0.5129631306402446,0.48703686935975543
5_9,0.5067904821963655,0.4932095178036345
10_14,0.516331458775334,0.48366854122466596
15_19,0.5126334866635243,0.4873665133364758
20_24,0.5112642099583841,0.4887357900416159
25_29,0.5092936673261385,0.49070633267386154
30_34,0.5038130553417757,0.4961869446582243
35_39,0.5045689809030877,0.4954310190969124
40_44,0.5071869699051701,0.49281303009482996
45_49,0.5042392291745926,0.4957607708254074
50_54,0.4962887305275304,0.5037112694724696
55_59,0.4831779762618391,0.5168220237381609
60_64,0.47926891366290725,0.5207310863370928
65_69,0.4790308548055236,0.5209691451944763
70_74,0.4737065735041575,0.5262934264958425
75_79,0.46614320830459616,0.5338567916954038
80_84,0.44117012962513813,0.5588298703748619
85_100,0.35866301554130336,0.6413369844586967
