age_bracket,fraction_male,fraction_female
0_4,0.5176663987725579,0.4823336012274421
5_9,0.5078488595883460,0.4921511404116540
10_14,0.5075591161648791,0.4924408838351208
15_19,0.5170747715101625,0.4829252284898375
20_24,0.5021067271394414,0.4978932728605586
25_29,0.5018819126119686,0.4981180873880315
30_34,0.5071561948275950,0.4928438051724050
35_39,0.4939644697068600,0.5060355302931400
40_44,0.5045216563541171,0.4954783436458829
45_49,0.5085085557272073,0.4914914442727927
50_54,0.5049220110769712,0.4950779889230287
55_59,0.4944317054421456,0.5055682945578545
60_64,0.4793359493704335,0.5206640506295666
65_69,0.4721971746318004,0.5278028253681996
70_74,0.4660147278626371,0.5339852721373628
75_79,0.4398728170083523,0.5601271829916477
80_84,0.4825897574679760,0.5174102425320241
85_100,0.3368022705771050,0.6631977294228950
