,name,Total,Totalsize_1,Totalsize_2,Totalsize_3,Totalsize_4,Totalsize_5,Totalsize_6,Totalsize_7up
14000US36001001802,"Census Tract 18.02, Albany, NY",1946.0,692.0,756.0,195.0,174.0,129.0,0.0,0.0
14000US36001001901,"Census Tract 19.01, Albany, NY",1231.0,483.0,360.0,252.0,98.0,14.0,24.0,0.0
14000US36001001902,"Census Tract 19.02, Albany, NY",1028.0,345.0,378.0,177.0,99.0,15.0,0.0,14.0
14000US36001002000,"Census Tract 20, Albany, NY",2359.0,942.0,716.0,276.0,251.0,174.0,0.0,0.0
14000US36001002100,"Census Tract 21, Albany, NY",1069.0,426.0,334.0,118.0,58.0,63.0,70.0,0.0
14000US36001002200,"Census Tract 22, Albany, NY",1494.0,741.0,594.0,97.0,30.0,32.0,0.0,0.0
14000US36001002300,"Census Tract 23, Albany, NY",1038.0,455.0,435.0,46.0,75.0,27.0,0.0,0.0
14000US36001002500,"Census Tract 25, Albany, NY",1382.0,668.0,306.0,165.0,88.0,97.0,41.0,17.0
14000US36001002600,"Census Tract 26, Albany, NY",1924.0,630.0,806.0,206.0,106.0,147.0,29.0,0.0
14000US36001012700,"Census Tract 127, Albany, NY",1357.0,577.0,445.0,251.0,68.0,7.0,9.0,0.0
14000US36001012800,"Census Tract 128, Albany, NY",1630.0,640.0,602.0,140.0,87.0,109.0,29.0,23.0
14000US36001012900,"Census Tract 129, Albany, NY",1662.0,894.0,404.0,188.0,86.0,40.0,31.0,19.0
14000US36001013000,"Census Tract 130, Albany, NY",2835.0,1046.0,1094.0,337.0,213.0,77.0,56.0,12.0
14000US36001013100,"Census Tract 131, Albany, NY",1247.0,529.0,466.0,100.0,106.0,30.0,0.0,16.0
14000US36001013200,"Census Tract 132, Albany, NY",1518.0,751.0,371.0,160.0,148.0,72.0,16.0,0.0
14000US36001013300,"Census Tract 133, Albany, NY",2132.0,830.0,692.0,315.0,184.0,111.0,0.0,0.0
14000US36001013400,"Census Tract 134, Albany, NY",1066.0,403.0,383.0,119.0,123.0,13.0,18.0,7.0
14000US36001013503,"Census Tract 135.03, Albany, NY",2139.0,663.0,724.0,357.0,247.0,130.0,6.0,12.0
14000US36001013505,"Census Tract 135.05, Albany, NY",969.0,216.0,351.0,200.0,62.0,115.0,19.0,6.0
14000US36001013506,"Census Tract 135.06, Albany, NY",2789.0,837.0,836.0,584.0,417.0,53.0,54.0,8.0
14000US36001013507,"Census Tract 135.07, Albany, NY",956.0,217.0,452.0,90.0,129.0,68.0,0.0,0.0
14000US36001013508,"Census Tract 135.08, Albany, NY",2538.0,494.0,1101.0,417.0,297.0,195.0,17.0,17.0
14000US36001013601,"Census Tract 136.01, Albany, NY",3329.0,1370.0,1082.0,481.0,262.0,96.0,23.0,15.0
14000US36001013602,"Census Tract 136.02, Albany, NY",1963.0,785.0,566.0,327.0,191.0,73.0,21.0,0.0
14000US36001013703,"Census Tract 137.03, Albany, NY",586.0,103.0,231.0,63.0,145.0,39.0,0.0,5.0
14000US36001013705,"Census Tract 137.05, Albany, NY",2725.0,823.0,971.0,505.0,249.0,117.0,60.0,0.0
14000US36001013706,"Census Tract 137.06, Albany, NY",763.0,154.0,312.0,81.0,152.0,44.0,0.0,20.0
14000US36001013707,"Census Tract 137.07, Albany, NY",2390.0,743.0,854.0,327.0,289.0,151.0,18.0,8.0
14000US36001013801,"Census Tract 138.01, Albany, NY",2958.0,1030.0,844.0,584.0,243.0,238.0,0.0,19.0
14000US36001013802,"Census Tract 138.02, Albany, NY",1479.0,286.0,528.0,287.0,301.0,25.0,33.0,19.0
14000US36001013901,"Census Tract 139.01, Albany, NY",903.0,267.0,340.0,138.0,73.0,41.0,37.0,7.0
14000US36001013902,"Census Tract 139.02, Albany, NY",2110.0,495.0,849.0,261.0,385.0,52.0,60.0,8.0
14000US36001014001,"Census Tract 140.01, Albany, NY",1856.0,759.0,567.0,256.0,177.0,89.0,0.0,8.0
14000US36001014002,"Census Tract 140.02, Albany, NY",1875.0,491.0,710.0,325.0,187.0,151.0,11.0,0.0
14000US36001014100,"Census Tract 141, Albany, NY",2322.0,811.0,812.0,318.0,239.0,104.0,38.0,0.0
14000US36001014201,"Census Tract 142.01, Albany, NY",2331.0,771.0,746.0,362.0,308.0,116.0,28.0,0.0
14000US36001014202,"Census Tract 142.02, Albany, NY",2549.0,832.0,863.0,454.0,294.0,44.0,62.0,0.0
14000US36001014203,"Census Tract 142.03, Albany, NY",2607.0,694.0,962.0,353.0,449.0,133.0,16.0,0.0
14000US36001014301,"Census Tract 143.01, Albany, NY",1202.0,453.0,367.0,131.0,166.0,78.0,7.0,0.0
14000US36001014302,"Census Tract 143.02, Albany, NY",3092.0,635.0,985.0,661.0,595.0,167.0,49.0,0.0
14000US36001014401,"Census Tract 144.01, Albany, NY",1695.0,409.0,713.0,255.0,268.0,31.0,19.0,0.0
14000US36001014402,"Census Tract 144.02, Albany, NY",1363.0,386.0,491.0,283.0,167.0,26.0,10.0,0.0
14000US36001014501,"Census Tract 145.01, Albany, NY",947.0,172.0,330.0,257.0,141.0,47.0,0.0,0.0
14000US36001014502,"Census Tract 145.02, Albany, NY",1290.0,263.0,472.0,236.0,233.0,66.0,20.0,0.0
14000US36001014503,"Census Tract 145.03, Albany, NY",1097.0,265.0,424.0,145.0,193.0,55.0,15.0,0.0
14000US36001014606,"Census Tract 146.06, Albany, NY",1397.0,357.0,480.0,318.0,148.0,62.0,32.0,0.0
14000US36001014607,"Census Tract 146.07, Albany, NY",3038.0,623.0,1125.0,580.0,435.0,255.0,0.0,20.0
14000US36001014608,"Census Tract 146.08, Albany, NY",1151.0,456.0,368.0,129.0,88.0,102.0,8.0,0.0
14000US36001014609,"Census Tract 146.09, Albany, NY",2475.0,1319.0,601.0,353.0,202.0,0.0,0.0,0.0
14000US36001014611,"Census Tract 146.11, Albany, NY",898.0,257.0,302.0,168.0,130.0,31.0,10.0,0.0
14000US36001014612,"Census Tract 146.12, Albany, NY",690.0,219.0,215.0,100.0,88.0,48.0,20.0,0.0
14000US36001014613,"Census Tract 146.13, Albany, NY",1124.0,247.0,530.0,121.0,132.0,45.0,39.0,10.0
14000US36001014614,"Census Tract 146.14, Albany, NY",2367.0,768.0,843.0,432.0,262.0,36.0,26.0,0.0
14000US36001014615,"Census Tract 146.15, Albany, NY",1232.0,448.0,448.0,160.0,133.0,9.0,25.0,9.0
14000US36001014700,"Census Tract 147, Albany, NY",977.0,140.0,430.0,125.0,180.0,50.0,7.0,45.0
14000US36001014801,"Census Tract 148.01, Albany, NY",1157.0,284.0,483.0,225.0,96.0,29.0,26.0,14.0
14000US36001014802,"Census Tract 148.02, Albany, NY",710.0,217.0,304.0,87.0,46.0,30.0,17.0,9.0
14000US36001014803,"Census Tract 148.03, Albany, NY",1315.0,269.0,578.0,241.0,139.0,72.0,9.0,7.0
14000US36003940200,"Census Tract 9402, Allegany, NY",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14000US36003950100,"Census Tract 9501, Allegany, NY",984.0,277.0,389.0,121.0,113.0,51.0,27.0,6.0
14000US36003950300,"Census Tract 9503, Allegany, NY",1553.0,406.0,558.0,189.0,182.0,123.0,48.0,47.0
14000US36003950400,"Census Tract 9504, Allegany, NY",1453.0,340.0,552.0,178.0,176.0,134.0,41.0,32.0
14000US36003950500,"Census Tract 9505, Allegany, NY",1634.0,467.0,586.0,270.0,191.0,73.0,40.0,7.0
14000US36003950600,"Census Tract 9506, Allegany, NY",1579.0,507.0,572.0,289.0,109.0,70.0,32.0,0.0
14000US36003950700,"Census Tract 9507, Allegany, NY",1605.0,633.0,538.0,208.0,152.0,31.0,26.0,17.0
14000US36003950800,"Census Tract 9508, Allegany, NY",1179.0,348.0,458.0,200.0,93.0,56.0,15.0,9.0
14000US36003950900,"Census Tract 9509, Allegany, NY",1657.0,639.0,563.0,171.0,146.0,82.0,25.0,31.0
14000US36003951000,"Census Tract 9510, Allegany, NY",1345.0,309.0,537.0,227.0,156.0,57.0,33.0,26.0
14000US36003951100,"Census Tract 9511, Allegany, NY",1684.0,521.0,676.0,223.0,165.0,72.0,18.0,9.0
14000US36003951200,"Census Tract 9512, Allegany, NY",1904.0,573.0,579.0,291.0,267.0,136.0,17.0,41.0
14000US36003951300,"Census Tract 9513, Allegany, NY",1431.0,398.0,529.0,203.0,129.0,96.0,49.0,27.0
14000US36005000100,"Census Tract 1, Bronx, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US36005000200,"Census Tract 2, Bronx, NY",1328.0,298.0,310.0,248.0,214.0,82.0,53.0,123.0
14000US36005000400,"Census Tract 4, Bronx, NY",1963.0,390.0,556.0,542.0,279.0,119.0,77.0,0.0
14000US36005001600,"Census Tract 16, Bronx, NY",1982.0,416.0,655.0,350.0,354.0,133.0,33.0,41.0
14000US36005001900,"Census Tract 19, Bronx, NY",929.0,345.0,237.0,133.0,139.0,56.0,7.0,12.0
14000US36005002000,"Census Tract 20, Bronx, NY",3151.0,981.0,541.0,667.0,585.0,208.0,73.0,96.0
14000US36005002300,"Census Tract 23, Bronx, NY",2000.0,839.0,542.0,226.0,244.0,114.0,17.0,18.0
14000US36005002400,"Census Tract 24, Bronx, NY",43.0,0.0,0.0,5.0,38.0,0.0,0.0,0.0
14000US36005002500,"Census Tract 25, Bronx, NY",1947.0,600.0,435.0,375.0,116.0,226.0,59.0,136.0
14000US36005002701,"Census Tract 27.01, Bronx, NY",1061.0,383.0,250.0,127.0,138.0,90.0,60.0,13.0
14000US36005002702,"Census Tract 27.02, Bronx, NY",1484.0,419.0,407.0,135.0,238.0,192.0,71.0,22.0
14000US36005002800,"Census Tract 28, Bronx, NY",2309.0,835.0,817.0,368.0,103.0,186.0,0.0,0.0
14000US36005003100,"Census Tract 31, Bronx, NY",597.0,169.0,118.0,169.0,61.0,43.0,16.0,21.0
14000US36005003300,"Census Tract 33, Bronx, NY",1198.0,376.0,290.0,176.0,148.0,124.0,10.0,74.0
14000US36005003500,"Census Tract 35, Bronx, NY",1293.0,349.0,212.0,346.0,223.0,88.0,65.0,10.0
14000US36005003700,"Census Tract 37, Bronx, NY",148.0,76.0,25.0,47.0,0.0,0.0,0.0,0.0
14000US36005003800,"Census Tract 38, Bronx, NY",411.0,86.0,93.0,66.0,71.0,55.0,23.0,17.0
14000US36005003900,"Census Tract 39, Bronx, NY",2047.0,768.0,271.0,269.0,248.0,174.0,187.0,130.0
14000US36005004001,"Census Tract 40.01, Bronx, NY",484.0,129.0,112.0,82.0,63.0,64.0,33.0,1.0
14000US36005004100,"Census Tract 41, Bronx, NY",2056.0,695.0,511.0,349.0,219.0,181.0,101.0,0.0
14000US36005004200,"Census Tract 42, Bronx, NY",2736.0,918.0,672.0,505.0,333.0,263.0,0.0,45.0
14000US36005004300,"Census Tract 43, Bronx, NY",2111.0,776.0,424.0,300.0,198.0,277.0,63.0,73.0
14000US36005004400,"Census Tract 44, Bronx, NY",1641.0,496.0,535.0,298.0,118.0,78.0,60.0,56.0
14000US36005004600,"Census Tract 46, Bronx, NY",706.0,265.0,114.0,199.0,93.0,0.0,13.0,22.0
14000US36005004800,"Census Tract 48, Bronx, NY",1407.0,201.0,357.0,305.0,329.0,136.0,46.0,33.0
14000US36005005001,"Census Tract 50.01, Bronx, NY",1565.0,449.0,351.0,336.0,155.0,135.0,105.0,34.0
14000US36005005002,"Census Tract 50.02, Bronx, NY",1871.0,519.0,442.0,333.0,301.0,195.0,52.0,29.0
14000US36005005100,"Census Tract 51, Bronx, NY",2083.0,471.0,609.0,516.0,379.0,97.0,11.0,0.0
14000US36005005200,"Census Tract 52, Bronx, NY",834.0,340.0,227.0,79.0,121.0,25.0,0.0,42.0
14000US36005005300,"Census Tract 53, Bronx, NY",1591.0,475.0,359.0,285.0,281.0,104.0,72.0,15.0
14000US36005005400,"Census Tract 54, Bronx, NY",1782.0,520.0,254.0,259.0,443.0,137.0,41.0,128.0
14000US36005005600,"Census Tract 56, Bronx, NY",872.0,292.0,228.0,129.0,102.0,66.0,39.0,16.0
14000US36005005902,"Census Tract 59.02, Bronx, NY",1017.0,360.0,279.0,165.0,112.0,72.0,29.0,0.0
14000US36005006000,"Census Tract 60, Bronx, NY",385.0,78.0,88.0,84.0,45.0,20.0,39.0,31.0
14000US36005006100,"Census Tract 61, Bronx, NY",2143.0,1215.0,606.0,251.0,60.0,11.0,0.0,0.0
14000US36005006200,"Census Tract 62, Bronx, NY",2362.0,470.0,661.0,558.0,284.0,174.0,169.0,46.0
14000US36005006300,"Census Tract 63, Bronx, NY",1891.0,707.0,630.0,261.0,130.0,117.0,22.0,24.0
14000US36005006400,"Census Tract 64, Bronx, NY",1337.0,345.0,426.0,262.0,221.0,9.0,24.0,50.0
14000US36005006500,"Census Tract 65, Bronx, NY",1948.0,841.0,244.0,360.0,255.0,91.0,99.0,58.0
14000US36005006700,"Census Tract 67, Bronx, NY",2336.0,543.0,536.0,492.0,403.0,177.0,106.0,79.0
14000US36005006800,"Census Tract 68, Bronx, NY",1016.0,237.0,216.0,202.0,174.0,78.0,65.0,44.0
14000US36005006900,"Census Tract 69, Bronx, NY",2739.0,862.0,468.0,515.0,520.0,252.0,31.0,91.0
14000US36005007000,"Census Tract 70, Bronx, NY",1296.0,291.0,324.0,201.0,205.0,112.0,40.0,123.0
14000US36005007100,"Census Tract 71, Bronx, NY",996.0,343.0,198.0,192.0,172.0,44.0,33.0,14.0
14000US36005007200,"Census Tract 72, Bronx, NY",1633.0,398.0,345.0,200.0,300.0,158.0,146.0,86.0
14000US36005007300,"Census Tract 73, Bronx, NY",1428.0,459.0,214.0,289.0,228.0,148.0,70.0,20.0
14000US36005007400,"Census Tract 74, Bronx, NY",1326.0,569.0,283.0,151.0,187.0,110.0,7.0,19.0
14000US36005007500,"Census Tract 75, Bronx, NY",2296.0,699.0,607.0,469.0,263.0,183.0,15.0,60.0
14000US36005007600,"Census Tract 76, Bronx, NY",1670.0,416.0,360.0,306.0,352.0,82.0,59.0,95.0
14000US36005007700,"Census Tract 77, Bronx, NY",605.0,136.0,111.0,151.0,83.0,71.0,48.0,5.0
14000US36005007800,"Census Tract 78, Bronx, NY",2117.0,447.0,362.0,452.0,454.0,234.0,82.0,86.0
14000US36005007900,"Census Tract 79, Bronx, NY",2377.0,750.0,433.0,485.0,282.0,345.0,36.0,46.0
14000US36005008300,"Census Tract 83, Bronx, NY",2058.0,551.0,462.0,437.0,226.0,121.0,207.0,54.0
14000US36005008400,"Census Tract 84, Bronx, NY",743.0,124.0,158.0,114.0,130.0,99.0,29.0,89.0
14000US36005008500,"Census Tract 85, Bronx, NY",1933.0,646.0,450.0,393.0,200.0,156.0,30.0,58.0
14000US36005008600,"Census Tract 86, Bronx, NY",1466.0,551.0,368.0,211.0,91.0,125.0,26.0,94.0
14000US36005008700,"Census Tract 87, Bronx, NY",2037.0,546.0,488.0,412.0,347.0,62.0,133.0,49.0
14000US36005008900,"Census Tract 89, Bronx, NY",1155.0,415.0,260.0,233.0,121.0,68.0,37.0,21.0
14000US36005009000,"Census Tract 90, Bronx, NY",1197.0,234.0,361.0,314.0,116.0,100.0,72.0,0.0
14000US36005009200,"Census Tract 92, Bronx, NY",1833.0,283.0,486.0,397.0,292.0,235.0,86.0,54.0
14000US36005009300,"Census Tract 93, Bronx, NY",1693.0,457.0,339.0,323.0,258.0,152.0,70.0,94.0
14000US36005009600,"Census Tract 96, Bronx, NY",774.0,164.0,195.0,156.0,103.0,80.0,60.0,16.0
14000US36005009800,"Census Tract 98, Bronx, NY",1682.0,429.0,568.0,204.0,217.0,188.0,21.0,55.0
14000US36005011000,"Census Tract 110, Bronx, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US36005011502,"Census Tract 115.02, Bronx, NY",1250.0,290.0,277.0,208.0,202.0,118.0,114.0,41.0
14000US36005011700,"Census Tract 117, Bronx, NY",545.0,174.0,90.0,100.0,114.0,52.0,0.0,15.0
14000US36005011800,"Census Tract 118, Bronx, NY",1605.0,523.0,511.0,247.0,169.0,135.0,20.0,0.0
14000US36005011900,"Census Tract 119, Bronx, NY",1920.0,658.0,344.0,357.0,186.0,299.0,21.0,55.0
14000US36005012101,"Census Tract 121.01, Bronx, NY",926.0,270.0,198.0,163.0,127.0,90.0,66.0,12.0
14000US36005012102,"Census Tract 121.02, Bronx, NY",511.0,72.0,182.0,140.0,39.0,67.0,5.0,6.0
14000US36005012300,"Census Tract 123, Bronx, NY",1499.0,565.0,252.0,357.0,254.0,3.0,45.0,23.0
14000US36005012500,"Census Tract 125, Bronx, NY",1348.0,176.0,333.0,403.0,316.0,74.0,40.0,6.0
14000US36005012701,"Census Tract 127.01, Bronx, NY",723.0,249.0,180.0,181.0,89.0,7.0,0.0,17.0
14000US36005012901,"Census Tract 129.01, Bronx, NY",1487.0,532.0,348.0,218.0,244.0,68.0,64.0,13.0
14000US36005013000,"Census Tract 130, Bronx, NY",463.0,65.0,113.0,94.0,149.0,42.0,0.0,0.0
14000US36005013100,"Census Tract 131, Bronx, NY",1668.0,473.0,343.0,318.0,244.0,144.0,104.0,42.0
14000US36005013200,"Census Tract 132, Bronx, NY",2483.0,609.0,712.0,318.0,565.0,187.0,92.0,0.0
14000US36005013300,"Census Tract 133, Bronx, NY",2352.0,839.0,445.0,557.0,423.0,12.0,76.0,0.0
14000US36005013500,"Census Tract 135, Bronx, NY",1415.0,455.0,476.0,208.0,138.0,65.0,39.0,34.0
14000US36005013800,"Census Tract 138, Bronx, NY",1070.0,334.0,386.0,169.0,111.0,30.0,30.0,10.0
14000US36005014100,"Census Tract 141, Bronx, NY",2182.0,816.0,535.0,314.0,203.0,210.0,57.0,47.0
14000US36005014300,"Census Tract 143, Bronx, NY",642.0,392.0,68.0,51.0,37.0,61.0,3.0,30.0
14000US36005014400,"Census Tract 144, Bronx, NY",2289.0,902.0,696.0,212.0,200.0,156.0,95.0,28.0
14000US36005014500,"Census Tract 145, Bronx, NY",2380.0,714.0,466.0,356.0,365.0,228.0,79.0,172.0
14000US36005014701,"Census Tract 147.01, Bronx, NY",1984.0,365.0,540.0,307.0,169.0,429.0,121.0,53.0
14000US36005014702,"Census Tract 147.02, Bronx, NY",1659.0,316.0,516.0,295.0,173.0,235.0,76.0,48.0
14000US36005014900,"Census Tract 149, Bronx, NY",1623.0,607.0,261.0,272.0,284.0,99.0,23.0,77.0
14000US36005015100,"Census Tract 151, Bronx, NY",1732.0,483.0,350.0,313.0,370.0,199.0,17.0,0.0
14000US36005015200,"Census Tract 152, Bronx, NY",910.0,234.0,255.0,154.0,165.0,68.0,20.0,14.0
14000US36005015300,"Census Tract 153, Bronx, NY",1586.0,513.0,191.0,248.0,343.0,236.0,45.0,10.0
14000US36005015500,"Census Tract 155, Bronx, NY",1111.0,338.0,301.0,232.0,130.0,88.0,22.0,0.0
14000US36005015700,"Census Tract 157, Bronx, NY",1516.0,430.0,385.0,343.0,130.0,137.0,84.0,7.0
14000US36005015800,"Census Tract 158, Bronx, NY",469.0,217.0,71.0,103.0,49.0,24.0,0.0,5.0
14000US36005015900,"Census Tract 159, Bronx, NY",690.0,185.0,179.0,180.0,91.0,5.0,21.0,29.0
14000US36005016000,"Census Tract 160, Bronx, NY",1561.0,501.0,443.0,256.0,223.0,138.0,0.0,0.0
14000US36005016100,"Census Tract 161, Bronx, NY",1752.0,646.0,349.0,408.0,293.0,31.0,14.0,11.0
14000US36005016200,"Census Tract 162, Bronx, NY",576.0,146.0,154.0,78.0,103.0,73.0,0.0,22.0
14000US36005016300,"Census Tract 163, Bronx, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US36005016400,"Census Tract 164, Bronx, NY",433.0,163.0,174.0,36.0,28.0,24.0,0.0,8.0
14000US36005016500,"Census Tract 165, Bronx, NY",341.0,85.0,84.0,92.0,53.0,21.0,0.0,6.0
14000US36005016600,"Census Tract 166, Bronx, NY",773.0,137.0,253.0,132.0,151.0,76.0,5.0,19.0
14000US36005016700,"Census Tract 167, Bronx, NY",1033.0,283.0,160.0,227.0,110.0,160.0,73.0,20.0
14000US36005016900,"Census Tract 169, Bronx, NY",493.0,195.0,92.0,86.0,63.0,40.0,12.0,5.0
14000US36005017100,"Census Tract 171, Bronx, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US36005017300,"Census Tract 173, Bronx, NY",2110.0,777.0,323.0,439.0,269.0,233.0,69.0,0.0
14000US36005017500,"Census Tract 175, Bronx, NY",2743.0,909.0,792.0,525.0,220.0,161.0,58.0,78.0
14000US36005017701,"Census Tract 177.01, Bronx, NY",1208.0,196.0,192.0,240.0,260.0,241.0,48.0,31.0
14000US36005017702,"Census Tract 177.02, Bronx, NY",1718.0,444.0,308.0,316.0,315.0,194.0,21.0,120.0
14000US36005017901,"Census Tract 179.01, Bronx, NY",1673.0,387.0,386.0,382.0,257.0,217.0,3.0,41.0
14000US36005017902,"Census Tract 179.02, Bronx, NY",1160.0,280.0,279.0,176.0,214.0,88.0,88.0,35.0
14000US36005018101,"Census Tract 181.01, Bronx, NY",1045.0,237.0,324.0,121.0,201.0,116.0,23.0,23.0
14000US36005018102,"Census Tract 181.02, Bronx, NY",1639.0,380.0,307.0,294.0,350.0,140.0,64.0,104.0
14000US36005018301,"Census Tract 183.01, Bronx, NY",1995.0,956.0,540.0,321.0,58.0,75.0,45.0,0.0
14000US36005018302,"Census Tract 183.02, Bronx, NY",1279.0,332.0,286.0,291.0,242.0,45.0,26.0,57.0
14000US36005018400,"Census Tract 184, Bronx, NY",1554.0,429.0,558.0,188.0,249.0,85.0,4.0,41.0
14000US36005018500,"Census Tract 185, Bronx, NY",2871.0,804.0,841.0,510.0,357.0,238.0,25.0,96.0
14000US36005018900,"Census Tract 189, Bronx, NY",2898.0,893.0,750.0,410.0,446.0,298.0,60.0,41.0
14000US36005019300,"Census Tract 193, Bronx, NY",2159.0,702.0,463.0,329.0,389.0,230.0,14.0,32.0
14000US36005019400,"Census Tract 194, Bronx, NY",733.0,153.0,169.0,158.0,144.0,41.0,45.0,23.0
14000US36005019500,"Census Tract 195, Bronx, NY",2686.0,951.0,604.0,438.0,335.0,258.0,60.0,40.0
14000US36005019700,"Census Tract 197, Bronx, NY",2250.0,616.0,487.0,362.0,334.0,250.0,96.0,105.0
14000US36005019900,"Census Tract 199, Bronx, NY",2874.0,746.0,870.0,421.0,344.0,251.0,153.0,89.0
14000US36005020000,"Census Tract 200, Bronx, NY",1428.0,346.0,264.0,292.0,289.0,107.0,102.0,28.0
14000US36005020100,"Census Tract 201, Bronx, NY",1296.0,308.0,212.0,313.0,290.0,105.0,10.0,58.0
14000US36005020200,"Census Tract 202, Bronx, NY",824.0,271.0,202.0,147.0,75.0,83.0,41.0,5.0
14000US36005020400,"Census Tract 204, Bronx, NY",1043.0,199.0,363.0,177.0,194.0,30.0,64.0,16.0
14000US36005020501,"Census Tract 205.01, Bronx, NY",2822.0,1024.0,670.0,575.0,335.0,135.0,83.0,0.0
14000US36005020502,"Census Tract 205.02, Bronx, NY",910.0,397.0,160.0,199.0,98.0,22.0,34.0,0.0
14000US36005020601,"Census Tract 206.01, Bronx, NY",827.0,380.0,117.0,92.0,109.0,47.0,31.0,51.0
14000US36005020900,"Census Tract 209, Bronx, NY",1709.0,639.0,272.0,315.0,286.0,174.0,7.0,16.0
14000US36005021001,"Census Tract 210.01, Bronx, NY",3943.0,1535.0,1137.0,583.0,613.0,56.0,19.0,0.0
14000US36005021002,"Census Tract 210.02, Bronx, NY",3182.0,1074.0,910.0,608.0,504.0,40.0,0.0,46.0
14000US36005021100,"Census Tract 211, Bronx, NY",1856.0,548.0,354.0,419.0,400.0,104.0,18.0,13.0
14000US36005021200,"Census Tract 212, Bronx, NY",2147.0,678.0,795.0,330.0,224.0,120.0,0.0,0.0
14000US36005021301,"Census Tract 213.01, Bronx, NY",449.0,76.0,110.0,114.0,110.0,34.0,0.0,5.0
14000US36005021302,"Census Tract 213.02, Bronx, NY",2017.0,739.0,324.0,326.0,252.0,166.0,100.0,110.0
14000US36005021501,"Census Tract 215.01, Bronx, NY",1389.0,342.0,280.0,215.0,211.0,220.0,69.0,52.0
14000US36005021502,"Census Tract 215.02, Bronx, NY",2153.0,627.0,461.0,420.0,419.0,209.0,17.0,0.0
14000US36005021601,"Census Tract 216.01, Bronx, NY",1655.0,515.0,430.0,317.0,192.0,164.0,27.0,10.0
14000US36005021602,"Census Tract 216.02, Bronx, NY",2429.0,1068.0,544.0,401.0,199.0,133.0,51.0,33.0
14000US36005021700,"Census Tract 217, Bronx, NY",1679.0,487.0,455.0,223.0,325.0,120.0,56.0,13.0
14000US36005021800,"Census Tract 218, Bronx, NY",2320.0,495.0,688.0,442.0,409.0,149.0,62.0,75.0
14000US36005021900,"Census Tract 219, Bronx, NY",398.0,134.0,57.0,131.0,62.0,0.0,0.0,14.0
14000US36005022000,"Census Tract 220, Bronx, NY",676.0,225.0,93.0,141.0,116.0,68.0,24.0,9.0
14000US36005022101,"Census Tract 221.01, Bronx, NY",1261.0,230.0,348.0,207.0,240.0,187.0,40.0,9.0
14000US36005022102,"Census Tract 221.02, Bronx, NY",1689.0,369.0,468.0,316.0,262.0,80.0,69.0,125.0
14000US36005022200,"Census Tract 222, Bronx, NY",1140.0,342.0,350.0,144.0,140.0,90.0,21.0,53.0
14000US36005022300,"Census Tract 223, Bronx, NY",1845.0,496.0,475.0,389.0,311.0,164.0,10.0,0.0
14000US36005022401,"Census Tract 224.01, Bronx, NY",1134.0,440.0,342.0,176.0,83.0,62.0,0.0,31.0
14000US36005022403,"Census Tract 224.03, Bronx, NY",1341.0,447.0,382.0,269.0,145.0,58.0,14.0,26.0
