,name,Total,Male:_0_4,Male:_5_9,Male:_10_14,Male:_15_19,Male:_20_24,Male:_25_29,Male:_30_34,Male:_35_39,Male:_40_44,Male:_45_49,Male:_50_54,Male:_55_59,Male:_60_64,Male:_65_69,Male:_70_74,Male:_75_79,Male:_80_84,Male:_85up,Female:_0_4,Female:_5_9,Female:_10_14,Female:_15_19,Female:_20_24,Female:_25_29,Female:_30_34,Female:_35_39,Female:_40_44,Female:_45_49,Female:_50_54,Female:_55_59,Female:_60_64,Female:_65_69,Female:_70_74,Female:_75_79,Female:_80_84,Female:_85up
79500US3604003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, NY",155117.0,6164.0,4205.0,6683.0,4511.0,5112.0,8788.0,7648.0,5405.0,4063.0,3771.0,4185.0,3330.0,2203.0,2234.0,1714.0,1300.0,400.0,357.0,6468.0,5728.0,5580.0,5079.0,5444.0,10055.0,7860.0,6721.0,4324.0,4632.0,4405.0,4258.0,3178.0,2776.0,2562.0,1794.0,1451.0,729.0
79500US3604004,"NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA, NY",145843.0,6190.0,3714.0,3658.0,3521.0,3147.0,7535.0,8055.0,7353.0,6656.0,4963.0,2529.0,3576.0,2762.0,1286.0,1150.0,1251.0,992.0,381.0,3316.0,4460.0,3347.0,3518.0,5470.0,8874.0,8983.0,8336.0,5432.0,5432.0,4232.0,2581.0,3429.0,3445.0,2279.0,1624.0,791.0,1575.0
79500US3604005,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA, NY",116351.0,4424.0,3452.0,2392.0,3081.0,1439.0,3646.0,6509.0,5315.0,4409.0,4244.0,3460.0,3603.0,2803.0,1733.0,1618.0,1100.0,621.0,370.0,4535.0,3185.0,2015.0,2233.0,1903.0,7445.0,6963.0,6162.0,5222.0,4044.0,3708.0,3724.0,2632.0,2673.0,1972.0,1132.0,1584.0,1000.0
79500US3604006,"NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA, NY",136367.0,4075.0,4788.0,3481.0,2849.0,4427.0,6162.0,7630.0,5173.0,3611.0,4558.0,2533.0,2942.0,2476.0,2677.0,2123.0,1070.0,771.0,1036.0,5321.0,3730.0,2919.0,2943.0,4852.0,8691.0,9105.0,6380.0,4272.0,3908.0,5063.0,3144.0,4515.0,2767.0,2378.0,1704.0,1238.0,1055.0
79500US3604007,"NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA, NY",122128.0,4424.0,4376.0,3232.0,3152.0,2438.0,5190.0,4100.0,3656.0,2407.0,2650.0,3113.0,3769.0,2211.0,2126.0,1185.0,1273.0,151.0,202.0,5158.0,3614.0,3615.0,2501.0,4311.0,7297.0,7296.0,5765.0,4655.0,4565.0,4246.0,4615.0,6322.0,2004.0,2612.0,1199.0,1578.0,1120.0
79500US3604008,"NYC-Brooklyn Community District 5--East New York & Starrett City PUMA, NY",171170.0,6840.0,5379.0,6678.0,5558.0,4470.0,6796.0,4674.0,4575.0,5008.0,4459.0,6001.0,4389.0,3933.0,2822.0,1846.0,1796.0,344.0,1310.0,7416.0,6320.0,6384.0,5013.0,6914.0,8406.0,5484.0,6188.0,6506.0,7038.0,6248.0,3977.0,5563.0,3400.0,3009.0,2795.0,1530.0,2101.0
79500US3604009,"NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA, NY",195026.0,7407.0,5929.0,7306.0,5768.0,5771.0,4901.0,6023.0,5163.0,6937.0,5197.0,4336.0,5854.0,5385.0,4470.0,4046.0,2367.0,1707.0,1015.0,5686.0,5307.0,6751.0,6026.0,5491.0,5948.0,7182.0,8053.0,5818.0,6676.0,6482.0,7923.0,8761.0,7139.0,3849.0,2889.0,2184.0,3279.0
79500US3604010,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA, NY",135931.0,3482.0,3306.0,3906.0,3333.0,4854.0,5501.0,4652.0,3731.0,5470.0,4218.0,4879.0,3117.0,3833.0,3464.0,1943.0,2027.0,604.0,723.0,3232.0,2909.0,4260.0,4200.0,4078.0,5946.0,4372.0,5470.0,4900.0,4284.0,5207.0,5882.0,5157.0,3599.0,3566.0,2719.0,1399.0,1708.0
79500US3604011,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA, NY",111448.0,3094.0,2831.0,2252.0,3816.0,3596.0,7738.0,5420.0,3268.0,2049.0,3089.0,2969.0,2110.0,2189.0,2174.0,1788.0,1524.0,686.0,396.0,3101.0,2644.0,2488.0,3297.0,3506.0,7977.0,6280.0,3989.0,3046.0,3456.0,3522.0,3800.0,3884.0,2422.0,2850.0,1639.0,1062.0,1496.0
79500US3604012,"NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA, NY",132875.0,4112.0,4403.0,4970.0,3340.0,3259.0,6046.0,7222.0,6436.0,5060.0,3933.0,3767.0,3730.0,3302.0,2648.0,975.0,982.0,919.0,206.0,7004.0,5412.0,4065.0,2993.0,2963.0,5217.0,7099.0,5645.0,4232.0,3866.0,3553.0,3212.0,3413.0,3102.0,1861.0,1870.0,745.0,1313.0
79500US3604013,"NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA, NY",125200.0,4770.0,3513.0,3829.0,2830.0,3511.0,3816.0,4780.0,4208.0,3490.0,4211.0,4555.0,4440.0,3342.0,2970.0,2678.0,1966.0,1285.0,931.0,4580.0,3347.0,3703.0,3188.0,3106.0,3791.0,5282.0,4733.0,3820.0,3321.0,5087.0,3513.0,4118.0,2887.0,3536.0,1743.0,1964.0,2356.0
79500US3604014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA, NY",138570.0,8786.0,7881.0,6871.0,5568.0,4420.0,4253.0,4642.0,3827.0,3387.0,4377.0,2515.0,2723.0,3655.0,2455.0,1970.0,1194.0,832.0,842.0,7427.0,5818.0,6414.0,5471.0,5017.0,4211.0,3831.0,3759.0,3537.0,4356.0,2527.0,2858.0,3188.0,3435.0,1802.0,2005.0,1400.0,1316.0
79500US3604015,"NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA, NY",154833.0,5447.0,4316.0,5469.0,3892.0,6289.0,6960.0,7235.0,4874.0,5676.0,3223.0,4160.0,4226.0,3526.0,3481.0,2786.0,1552.0,678.0,1073.0,5484.0,4464.0,4482.0,4313.0,6183.0,5909.0,6073.0,5371.0,4711.0,4998.0,5142.0,5205.0,4684.0,4177.0,2691.0,2784.0,912.0,2387.0
79500US3604016,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA, NY",158213.0,5250.0,4935.0,5152.0,4475.0,4662.0,6581.0,4391.0,4712.0,5375.0,4907.0,3830.0,4479.0,5254.0,4636.0,3255.0,1955.0,1721.0,1745.0,4054.0,4529.0,3923.0,3329.0,4052.0,6084.0,5358.0,5498.0,5078.0,4529.0,5154.0,6355.0,5181.0,4715.0,5040.0,2665.0,2337.0,3017.0
79500US3604017,"NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA, NY",186850.0,6690.0,5063.0,6215.0,4421.0,5250.0,6695.0,7522.0,7000.0,6969.0,5889.0,5855.0,6963.0,4958.0,5018.0,2370.0,2413.0,1986.0,1228.0,5613.0,6321.0,4862.0,4050.0,5632.0,6758.0,7285.0,5948.0,6061.0,6949.0,5560.0,7023.0,5897.0,4289.0,3745.0,3332.0,2732.0,2288.0
79500US3604018,"NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA, NY",113339.0,3361.0,2283.0,3347.0,2609.0,2723.0,3794.0,2855.0,3085.0,1870.0,2124.0,3851.0,4518.0,4142.0,3624.0,2188.0,1898.0,2110.0,1541.0,2547.0,3079.0,3449.0,3223.0,2114.0,3111.0,3476.0,3641.0,3671.0,3893.0,2847.0,3905.0,4144.0,6148.0,3899.0,2982.0,2390.0,2897.0
79500US3604101,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, NY",160871.0,4235.0,3387.0,3715.0,2688.0,4130.0,11346.0,9350.0,8160.0,5205.0,4299.0,3970.0,4859.0,3205.0,3070.0,2110.0,1278.0,1122.0,969.0,2997.0,2650.0,2278.0,2939.0,5546.0,13255.0,11226.0,6856.0,4717.0,4616.0,4666.0,5107.0,4023.0,4932.0,2467.0,2373.0,1524.0,1601.0
79500US3604102,"NYC-Queens Community District 3--Jackson Heights & North Corona PUMA, NY",181787.0,6007.0,4584.0,5822.0,5312.0,5393.0,7557.0,8809.0,10386.0,9206.0,8159.0,5749.0,4948.0,3078.0,3030.0,1864.0,2525.0,631.0,1215.0,7729.0,5226.0,5336.0,3686.0,4134.0,5561.0,8044.0,8042.0,7834.0,5078.0,5164.0,5592.0,4541.0,3317.0,3416.0,1664.0,1786.0,1362.0
79500US3604103,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA, NY",239000.0,5955.0,6120.0,6144.0,5755.0,5383.0,6280.0,7243.0,6244.0,7551.0,8138.0,8239.0,7630.0,7749.0,6215.0,6851.0,3013.0,2770.0,3101.0,6622.0,5571.0,6463.0,4937.0,5217.0,10953.0,8361.0,7188.0,6920.0,9712.0,9468.0,8574.0,9359.0,8357.0,5782.0,5306.0,5518.0,4311.0
79500US3604104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA, NY",115744.0,3776.0,2535.0,3337.0,3004.0,2971.0,3121.0,3056.0,4013.0,3724.0,4066.0,4852.0,5071.0,4262.0,3455.0,3076.0,1670.0,1180.0,904.0,1794.0,2033.0,3060.0,2707.0,1717.0,3504.0,3575.0,2976.0,4479.0,3853.0,5194.0,4616.0,3805.0,4645.0,3354.0,1933.0,1969.0,2457.0
79500US3604105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA, NY",187761.0,5574.0,4009.0,5104.0,4147.0,5874.0,5973.0,7813.0,5985.0,4469.0,4882.0,6864.0,6549.0,4945.0,4295.0,4744.0,2809.0,1502.0,1306.0,7418.0,4286.0,4940.0,5146.0,5273.0,6626.0,5540.0,6470.0,5998.0,5652.0,7905.0,6881.0,7929.0,5788.0,5027.0,3826.0,3730.0,2482.0
79500US3604106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA, NY",164615.0,6465.0,4914.0,5478.0,4427.0,5769.0,4147.0,5522.0,5414.0,4622.0,4806.0,4405.0,6458.0,4715.0,4825.0,2863.0,1871.0,1283.0,916.0,6182.0,3343.0,4451.0,6239.0,5831.0,5893.0,5750.0,5194.0,4993.0,5356.0,4998.0,6664.0,7267.0,3777.0,3521.0,2819.0,1915.0,1522.0
79500US3604107,"NYC-Queens Community District 4--Elmhurst & South Corona PUMA, NY",150131.0,4751.0,3544.0,5515.0,4831.0,4546.0,6740.0,7676.0,6576.0,5080.0,6511.0,3892.0,4157.0,4963.0,2237.0,1851.0,1275.0,661.0,666.0,5540.0,4987.0,4784.0,4747.0,5401.0,6720.0,5581.0,5452.0,5284.0,4174.0,3910.0,4081.0,3774.0,3162.0,2701.0,1658.0,1353.0,1350.0
79500US3604108,"NYC-Queens Community District 6--Forest Hills & Rego Park PUMA, NY",118105.0,4705.0,1730.0,1524.0,1786.0,1995.0,6194.0,4330.0,3531.0,3218.0,3104.0,3089.0,5344.0,4013.0,4056.0,2498.0,2392.0,1765.0,1155.0,1976.0,3222.0,1762.0,801.0,2468.0,4777.0,4282.0,4396.0,4046.0,4475.0,3302.0,5270.0,5619.0,4216.0,4154.0,3104.0,1554.0,2252.0
79500US3604109,"NYC-Queens Community District 2--Sunnyside & Woodside PUMA, NY",137490.0,4135.0,3032.0,2827.0,2504.0,3592.0,7770.0,6732.0,8210.0,6769.0,5539.0,3782.0,4075.0,3126.0,2797.0,2041.0,2042.0,996.0,284.0,4429.0,3101.0,2871.0,3419.0,3062.0,6627.0,7763.0,6460.0,5727.0,2774.0,4473.0,4052.0,3278.0,2157.0,1911.0,2582.0,952.0,1599.0
79500US3604110,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA, NY",186441.0,6138.0,6224.0,6555.0,4898.0,4593.0,7347.0,8395.0,6527.0,5311.0,6645.0,7431.0,6726.0,5509.0,3590.0,2820.0,1420.0,728.0,1438.0,5811.0,4367.0,6537.0,4335.0,5309.0,6510.0,6896.0,8189.0,5768.0,8014.0,6519.0,5774.0,5961.0,3870.0,2732.0,2831.0,1649.0,3074.0
79500US3604111,"NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA, NY",139079.0,4805.0,2994.0,4813.0,3963.0,5119.0,6731.0,4892.0,4612.0,4086.0,4717.0,4728.0,6227.0,4104.0,2528.0,3249.0,1802.0,780.0,930.0,4710.0,4119.0,2610.0,3576.0,4658.0,5013.0,4441.0,4405.0,4817.0,4562.0,4867.0,5537.0,3835.0,3335.0,3217.0,1753.0,844.0,1700.0
79500US3604112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA, NY",241539.0,7148.0,6466.0,8964.0,8387.0,7257.0,9270.0,6892.0,7685.0,7237.0,7250.0,7658.0,7501.0,7331.0,4920.0,3171.0,1888.0,1526.0,989.0,7117.0,7292.0,7025.0,7060.0,8373.0,9122.0,9104.0,8620.0,8387.0,8955.0,9133.0,9371.0,8517.0,7338.0,5627.0,3731.0,2124.0,3103.0
79500US3604113,"NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA, NY",128937.0,3016.0,2691.0,3616.0,3105.0,3473.0,5633.0,5979.0,1920.0,3545.0,3605.0,6236.0,5151.0,4406.0,2649.0,2196.0,1816.0,1754.0,554.0,2641.0,2639.0,4391.0,3468.0,5055.0,5368.0,4418.0,2983.0,4614.0,4396.0,4932.0,5370.0,5487.0,3482.0,2257.0,2935.0,1551.0,1605.0
79500US3604114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA, NY",127676.0,5613.0,4869.0,5606.0,3951.0,4145.0,4883.0,3612.0,1884.0,3888.0,3794.0,4716.0,4066.0,3355.0,1620.0,2234.0,1300.0,1426.0,736.0,3736.0,4798.0,5939.0,2960.0,4207.0,3917.0,4149.0,4133.0,3305.0,6043.0,5122.0,3709.0,3517.0,3535.0,2643.0,1285.0,1388.0,1592.0
