age_bracket,fraction_male,fraction_female
0_4,0.511840389993721,0.48815961000627905
5_9,0.5096956016808577,0.4903043983191423
10_14,0.5114410698379016,0.4885589301620984
15_19,0.5035099563844764,0.4964900436155236
20_24,0.48698924203288046,0.5130107579671196
25_29,0.485709794506845,0.514290205493155
30_34,0.4901831472521459,0.509816852747854
35_39,0.4846320874983618,0.5153679125016382
40_44,0.4861701236567175,0.5138298763432825
45_49,0.4811814403821962,0.5188185596178039
50_54,0.47674224701092016,0.5232577529890798
55_59,0.471791656487415,0.5282083435125849
60_64,0.45710062518382216,0.5428993748161779
65_69,0.4450363879468685,0.5549636120531315
70_74,0.4266127531532782,0.5733872468467218
75_79,0.4105083172729211,0.5894916827270789
80_84,0.38936332421235526,0.6106366757876447
85_100,0.3234445039313871,0.676555496068613
