age_bracket,fraction_male,fraction_female
0_4,0.5157400577048150,0.4842599422951850
5_9,0.5136713348925050,0.4863286651074950
10_14,0.5041684912048360,0.4958315087951640
15_19,0.5069622001480614,0.4930377998519386
20_24,0.5219591857349998,0.4780408142650002
25_29,0.5222957463932225,0.4777042536067775
30_34,0.5106707963850821,0.4893292036149179
35_39,0.5149653804630629,0.4850346195369371
40_44,0.5014700363488200,0.4985299636511800
45_49,0.5058343648738282,0.4941656351261718
50_54,0.5017277970969511,0.4982722029030489
55_59,0.4946939193688848,0.5053060806311153
60_64,0.4803284275230562,0.5196715724769438
65_69,0.4798870301757645,0.5201129698242355
70_74,0.4702434124150822,0.5297565875849177
75_100,0.4287101229904282,0.5712898770095718
