size_bracket,percent
0,0.060240963855421686
1,0.0783132530120482
2,0.1144578313253012
3,0.3433734939759036
4,0.28313253012048195
5,0.03614457831325301
6,0.018072289156626505
7,0.006024096385542169
8,0.018072289156626505
9,0.018072289156626505
10,0.018072289156626505
11,0.0
12,0.006024096385542169
13,0.0
