bin,percent
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.022727272727272728
6,0.11363636363636363
7,0.11363636363636363
8,0.25
9,0.1590909090909091
10,0.13636363636363635
11,0.022727272727272728
12,0.09090909090909091
13,0.09090909090909091
