Age,Percent
16,0.496
17,0.496
18,0.496
19,0.496
20,0.838
21,0.838
22,0.838
23,0.838
24,0.838
25,0.876
26,0.876
27,0.876
28,0.876
29,0.876
30,0.876
31,0.876
32,0.876
33,0.876
34,0.876
35,0.876
36,0.876
37,0.876
38,0.876
39,0.876
40,0.876
41,0.876
42,0.876
43,0.876
44,0.876
45,0.848
46,0.848
47,0.848
48,0.848
49,0.848
50,0.848
51,0.848
52,0.848
53,0.848
54,0.848
55,0.723
56,0.723
57,0.723
58,0.723
59,0.723
60,0.723
61,0.723
62,0.723
63,0.723
64,0.723
65,0.409
66,0.409
67,0.409
68,0.409
69,0.409
70,0.130
71,0.130
72,0.130
73,0.130
74,0.130
75,0.130
76,0.130
77,0.130
78,0.130
79,0.130
80,0.130
81,0.130
82,0.130
83,0.130
84,0.130
85,0.130
86,0.130
87,0.130
88,0.130
89,0.130
90,0.130
91,0.130
92,0.130
93,0.130
94,0.130
95,0.130
96,0.130
97,0.130
98,0.130
99,0.130
100,0.130
