school_size,percent
0,0.0
1,2.8704371928310633e-22
2,8.63567524635076e-18
3,1.8879533412383338e-15
4,6.466984211748356e-14
5,8.501060228275321e-13
6,6.267767698049832e-12
7,3.148418781429319e-11
8,1.205492589716954e-10
9,3.7745585857758494e-10
10,1.0127673620752791e-09
11,2.4057140353121675e-09
12,5.1795469291444965e-09
13,1.0286363637380942e-08
14,1.9096733323207596e-08
15,3.3489211567591114e-08
16,5.593511496617731e-08
17,8.957455718054863e-08
18,1.382805782918245e-07
19,2.0670910220916134e-07
20,3.0033334058185037e-07
21,4.2546206562833256e-07
22,5.892418640111025e-07
23,7.996440445697451e-07
24,1.0654373034851564e-06
25,1.396147559418631e-06
26,1.8020065717282417e-06
27,2.293891062877421e-06
28,2.8832540980661348e-06
29,3.582050446728972e-06
30,4.402657576269467e-06
31,5.357793820889214e-06
32,6.460435138387609e-06
33,7.723731724263892e-06
34,9.160925602525734e-06
35,1.0785270161928513e-05
36,1.2609952459219764e-05
37,1.4648018970481943e-05
38,1.691230534004405e-05
39,1.94153705550812e-05
40,2.216943586374078e-05
41,2.518632865573664e-05
42,2.847743143678766e-05
43,3.205363595171351e-05
44,3.592530244491916e-05
45,4.0102223990744874e-05
46,4.4593595778993724e-05
47,4.940798920209316e-05
48,5.4553330559011456e-05
49,6.003688416644371e-05
50,6.586523964916035e-05
51,7.204430316803845e-05
52,7.857929233551072e-05
53,8.54747345633353e-05
54,9.27344685861427e-05
55,0.00010036164890562839
56,0.00010835875290406107
57,0.00011672759038155308
58,0.0001254693152788996
59,0.00013458443935643137
60,0.0001440728476089248
61,0.00015393381520694286
62,0.00016416602576580907
63,0.00017476759075456247
64,0.00018573606986854418
65,0.00019706849220058398
66,0.00020876137805699762
67,0.00022081076127563812
68,0.0002332122119140462
69,0.0002459608591861961
70,0.0002590514145364485
71,0.00027247819474899237
72,0.00028623514500034607
73,0.00030031586177127657
74,0.0003147136155428727
75,0.00032942137320937897
76,0.0003444318201478394
77,0.00035973738189156265
78,0.00037533024536093117
79,0.00039120237961116965
80,0.00040734555606232686
81,0.0004237513681819658
82,0.0004404112505959113
83,0.00045731649760684775
84,0.0004744582811046897
85,0.0004918276678563808
86,0.0005094156361662385
87,0.0005272130919010633
88,0.0005452108838770899
89,0.0005633998186084223
90,0.0005817706744188928
91,0.0006003142149213732
92,0.0006190212018704205
93,0.0006378824073957685
94,0.0006568886256256485
95,0.0006760306837101859
96,0.0006952994522562363
97,0.0007146858551859765
98,0.0007341808790323996
99,0.0007537755816855359
100,0.0007734611006038043
101,0.0007932286605053703
102,0.0008130695805547335
103,0.0008329752810600706
104,0.0008529372896970307
105,0.0008729472472748239
106,0.0008929969130604911
107,0.0009130781696772246
108,0.0009331830275925944
109,0.0009533036292123765
110,0.0009734322525955784
111,0.000993561314806043
112,0.0010136833749158107
113,0.001033791136675168
114,0.001053877450864033
115,0.0010739353173390513
116,0.0010939578867904482
117,0.0011139384622223668
118,0.0011338705001700748
