size_bracket,percent
0,0.10720338983050848
1,0.06059322033898305
2,0.15974576271186441
3,0.27796610169491526
4,0.22754237288135593
5,0.07754237288135593
6,0.024152542372881357
7,0.01652542372881356
8,0.013135593220338982
9,0.013135593220338982
10,0.010169491525423728
11,0.006355932203389831
12,0.004661016949152543
13,0.001271186440677966
