size_bracket,percent
0,0.10526315789473684
1,0.05263157894736842
2,0.2631578947368421
3,0.2631578947368421
4,0.15789473684210525
5,0.10526315789473684
6,0.0
7,0.0
8,0.0
9,0.05263157894736842
10,0.0
11,0.0
12,0.0
13,0.0
