age_bracket,fraction_male,fraction_female
0_4,0.5161423972973834,0.4838576027026166
5_9,0.5752069522206574,0.4247930477793426
10_14,0.4622098789922635,0.5377901210077366
15_19,0.5006961106667851,0.4993038893332148
20_24,0.5162528347967669,0.4837471652032331
25_29,0.5281383112002005,0.4718616887997996
30_34,0.5115846794250858,0.4884153205749143
35_39,0.5023293733985558,0.4976706266014442
40_44,0.5136786868460628,0.4863213131539372
45_49,0.4820366937288244,0.5179633062711756
50_54,0.4991940358654040,0.5008059641345960
55_59,0.4755604673192296,0.5244395326807705
60_64,0.4770258980785296,0.5229741019214703
65_69,0.4553689448720940,0.5446310551279061
70_74,0.4963621362136214,0.5036378637863786
75_100,0.4175602039022676,0.5824397960977324
