age_bracket,fraction_male,fraction_female
0_4,0.5113114570500616,0.4886885429499384
5_9,0.5102339262889388,0.4897660737110611
10_14,0.5109196193852437,0.4890803806147563
15_19,0.5111976157168056,0.48880238428319445
20_24,0.5130744279245868,0.4869255720754132
25_29,0.5161672938981633,0.48383270610183665
30_34,0.5146236911386943,0.48537630886130567
35_39,0.5154764384909641,0.48452356150903586
40_44,0.5082772200209058,0.49172277997909425
45_49,0.5101112625544955,0.48988873744550454
50_54,0.5050055672644849,0.4949944327355152
55_59,0.5014546416291986,0.4985453583708014
60_64,0.4855319295348197,0.5144680704651803
65_69,0.4709182299614038,0.5290817700385961
70_74,0.4674326173359685,0.5325673826640315
75_79,0.44268543956043954,0.5573145604395604
80_84,0.41879081015719466,0.5812091898428053
85_89,0.34724795862265573,0.6527520413773443
90_94,0.34724795862265573,0.6527520413773443
95_100,0.34724795862265573,0.6527520413773443
