bin,percent
0,0.014925373134328358
1,0.07462686567164178
2,0.14925373134328357
3,0.1044776119402985
4,0.11940298507462686
5,0.1044776119402985
6,0.07462686567164178
7,0.11940298507462686
8,0.04477611940298507
9,0.029850746268656716
10,0.029850746268656716
11,0.0
12,0.0
13,0.04477611940298507
14,0.0
15,0.05970149253731343
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.014925373134328358
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.014925373134328358
33,0.0
34,0.0
