age_min,age_max,age_dist
0,4,0.14532239102255445
5,9,0.14990410077028543
10,14,0.1442347530700877
15,19,0.11591745019813253
20,24,0.09403322718856892
25,29,0.06999707180966888
30,34,0.0630404135244702
35,39,0.05517033977199287
40,44,0.041540106272299836
45,49,0.030509887154502154
50,54,0.02208025177312657
55,59,0.017474686070724423
60,64,0.013375162671705224
65,69,0.013695880076628288
70,74,0.008243570322030906
75,100,0.015460708303221599
