age,percent
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.7196030351577247
6,0.7196030351577247
7,0.7196030351577247
8,0.7196030351577247
9,0.7196030351577247
10,0.826151076282624
11,0.826151076282624
12,0.826151076282624
13,0.826151076282624
14,0.826151076282624
15,0.5319465899127923
16,0.5319465899127923
17,0.5319465899127923
18,0.5319465899127923
19,0.5319465899127923
20,0.12588703153836092
21,0.12588703153836092
22,0.12588703153836092
23,0.12588703153836092
24,0.12588703153836092
25,0.028901644771357992
26,0.028901644771357992
27,0.028901644771357992
28,0.028901644771357992
29,0.028901644771357992
30,0.009143571411798494
31,0.009143571411798494
32,0.009143571411798494
33,0.009143571411798494
34,0.009143571411798494
35,0.004975242466960716
36,0.004975242466960716
37,0.004975242466960716
38,0.004975242466960716
39,0.004975242466960716
40,0.0038459429824561405
41,0.0038459429824561405
42,0.0038459429824561405
43,0.0038459429824561405
44,0.0038459429824561405
45,0.0019780990841028016
46,0.0019780990841028016
47,0.0019780990841028016
48,0.0019780990841028016
49,0.0019780990841028016
50,0.0007684135612100708
51,0.0007684135612100708
52,0.0007684135612100708
53,0.0007684135612100708
54,0.0007684135612100708
55,3.4202978829190324e-05
56,3.4202978829190324e-05
57,3.4202978829190324e-05
58,3.4202978829190324e-05
59,3.4202978829190324e-05
60,3.4202978829190324e-05
61,3.4202978829190324e-05
62,3.4202978829190324e-05
63,3.4202978829190324e-05
64,3.4202978829190324e-05
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
