size_bracket,percent
0,0.12121212121212122
1,0.030303030303030304
2,0.12121212121212122
3,0.18181818181818182
4,0.2727272727272727
5,0.21212121212121213
6,0.0
7,0.0
8,0.030303030303030304
9,0.0
10,0.0
11,0.0
12,0.0
13,0.030303030303030304
