<<<<<<< HEAD
18,19
20,24
25,29
30,34
35,39
40,44
45,49
50,54
55,64
65,74
=======
18,19
20,24
25,29
30,34
35,39
40,44
45,49
50,54
55,64
65,74
>>>>>>> origin/Find_file
75,99
