,name,Total,Total_0_4,Total_5_9,Total_10_14,Total_15_19,Total_20_24,Total_25_29,Total_30_34,Total_35_39,Total_40_44,Total_45_49,Total_50_54,Total_55_59,Total_60_64,Total_65_69,Total_70_74,Total_75_79,Total_80_84,Total_85up
14000US53033020500,"Census Tract 205, King, WA",6669.0,491.0,303.0,228.0,212.0,402.0,645.0,813.0,355.0,444.0,370.0,418.0,491.0,559.0,568.0,79.0,49.0,58.0,184.0
14000US53033020600,"Census Tract 206, King, WA",3620.0,321.0,256.0,133.0,256.0,131.0,98.0,173.0,273.0,402.0,302.0,257.0,305.0,211.0,75.0,168.0,120.0,87.0,52.0
14000US53033020700,"Census Tract 207, King, WA",3791.0,123.0,159.0,158.0,385.0,132.0,194.0,340.0,325.0,251.0,315.0,311.0,266.0,268.0,213.0,35.0,53.0,87.0,176.0
14000US53033020800,"Census Tract 208, King, WA",4273.0,244.0,234.0,242.0,199.0,187.0,133.0,325.0,253.0,179.0,318.0,200.0,423.0,381.0,346.0,239.0,126.0,93.0,151.0
14000US53033020900,"Census Tract 209, King, WA",3645.0,123.0,172.0,142.0,189.0,164.0,258.0,393.0,231.0,172.0,277.0,306.0,245.0,202.0,365.0,116.0,121.0,67.0,102.0
14000US53033021000,"Census Tract 210, King, WA",6010.0,395.0,235.0,262.0,377.0,157.0,442.0,458.0,622.0,354.0,256.0,466.0,463.0,497.0,254.0,250.0,118.0,161.0,243.0
14000US53033021100,"Census Tract 211, King, WA",4485.0,326.0,230.0,156.0,206.0,183.0,433.0,367.0,340.0,365.0,316.0,432.0,303.0,308.0,203.0,90.0,100.0,91.0,36.0
14000US53033021300,"Census Tract 213, King, WA",4047.0,179.0,188.0,234.0,170.0,331.0,299.0,240.0,244.0,248.0,280.0,321.0,257.0,322.0,266.0,101.0,143.0,115.0,109.0
14000US53033021400,"Census Tract 214, King, WA",4064.0,258.0,284.0,216.0,221.0,144.0,161.0,270.0,320.0,185.0,204.0,319.0,305.0,455.0,258.0,196.0,68.0,104.0,96.0
14000US53033021500,"Census Tract 215, King, WA",4611.0,262.0,396.0,131.0,178.0,38.0,316.0,283.0,280.0,298.0,311.0,288.0,542.0,357.0,314.0,211.0,194.0,118.0,94.0
14000US53033021600,"Census Tract 216, King, WA",5038.0,298.0,253.0,202.0,329.0,130.0,378.0,386.0,459.0,343.0,308.0,293.0,413.0,448.0,256.0,241.0,164.0,106.0,31.0
14000US53033021700,"Census Tract 217, King, WA",8655.0,714.0,506.0,406.0,420.0,477.0,826.0,736.0,896.0,551.0,703.0,813.0,492.0,262.0,271.0,247.0,69.0,117.0,149.0
14000US53033021802,"Census Tract 218.02, King, WA",5818.0,428.0,446.0,398.0,446.0,369.0,435.0,484.0,411.0,508.0,514.0,323.0,270.0,280.0,332.0,118.0,0.0,0.0,56.0
14000US53033021803,"Census Tract 218.03, King, WA",4943.0,273.0,341.0,312.0,200.0,197.0,263.0,351.0,490.0,312.0,306.0,388.0,411.0,300.0,339.0,170.0,62.0,92.0,136.0
14000US53033021804,"Census Tract 218.04, King, WA",5133.0,300.0,371.0,155.0,558.0,364.0,455.0,305.0,397.0,295.0,370.0,269.0,253.0,296.0,307.0,310.0,20.0,48.0,60.0
14000US53033021903,"Census Tract 219.03, King, WA",6404.0,458.0,410.0,406.0,270.0,343.0,585.0,520.0,505.0,438.0,276.0,465.0,255.0,496.0,293.0,188.0,160.0,158.0,178.0
14000US53033021904,"Census Tract 219.04, King, WA",5007.0,399.0,218.0,377.0,195.0,303.0,333.0,361.0,535.0,293.0,385.0,295.0,356.0,327.0,311.0,67.0,121.0,35.0,96.0
14000US53033021905,"Census Tract 219.05, King, WA",5674.0,396.0,440.0,255.0,195.0,223.0,628.0,542.0,563.0,319.0,429.0,256.0,403.0,360.0,262.0,137.0,78.0,83.0,105.0
14000US53033021906,"Census Tract 219.06, King, WA",4550.0,283.0,302.0,410.0,291.0,137.0,347.0,340.0,396.0,383.0,298.0,365.0,256.0,238.0,237.0,115.0,65.0,25.0,62.0
14000US53033022001,"Census Tract 220.01, King, WA",5552.0,233.0,393.0,189.0,288.0,157.0,459.0,442.0,339.0,352.0,454.0,441.0,400.0,199.0,340.0,141.0,81.0,214.0,430.0
14000US53033022003,"Census Tract 220.03, King, WA",5069.0,310.0,324.0,235.0,147.0,217.0,547.0,676.0,339.0,351.0,313.0,289.0,323.0,384.0,197.0,210.0,119.0,62.0,26.0
14000US53033022005,"Census Tract 220.05, King, WA",4964.0,330.0,419.0,246.0,176.0,403.0,446.0,721.0,479.0,483.0,286.0,194.0,154.0,175.0,226.0,123.0,43.0,0.0,60.0
14000US53033022006,"Census Tract 220.06, King, WA",3907.0,229.0,116.0,213.0,129.0,170.0,314.0,225.0,287.0,378.0,209.0,373.0,344.0,105.0,334.0,168.0,173.0,31.0,109.0
14000US53033022101,"Census Tract 221.01, King, WA",4847.0,331.0,331.0,269.0,303.0,210.0,122.0,297.0,508.0,292.0,295.0,327.0,355.0,333.0,341.0,146.0,109.0,111.0,167.0
14000US53033022102,"Census Tract 221.02, King, WA",6463.0,502.0,547.0,364.0,402.0,143.0,460.0,408.0,508.0,633.0,507.0,506.0,428.0,456.0,271.0,99.0,114.0,71.0,44.0
14000US53033022201,"Census Tract 222.01, King, WA",4430.0,396.0,179.0,158.0,289.0,150.0,278.0,579.0,298.0,455.0,225.0,340.0,220.0,341.0,192.0,191.0,50.0,36.0,53.0
14000US53033022202,"Census Tract 222.02, King, WA",7509.0,560.0,250.0,260.0,253.0,199.0,1064.0,913.0,628.0,404.0,707.0,421.0,359.0,511.0,455.0,214.0,241.0,51.0,19.0
14000US53033022203,"Census Tract 222.03, King, WA",4918.0,265.0,301.0,400.0,297.0,158.0,308.0,402.0,296.0,338.0,397.0,505.0,394.0,307.0,209.0,99.0,161.0,72.0,9.0
14000US53033022300,"Census Tract 223, King, WA",2779.0,145.0,132.0,180.0,110.0,87.0,74.0,119.0,164.0,156.0,273.0,169.0,262.0,372.0,245.0,122.0,108.0,32.0,29.0
14000US53033022400,"Census Tract 224, King, WA",8611.0,356.0,497.0,454.0,594.0,432.0,669.0,851.0,653.0,682.0,654.0,490.0,882.0,444.0,205.0,357.0,170.0,76.0,145.0
14000US53033022500,"Census Tract 225, King, WA",8414.0,573.0,433.0,351.0,533.0,166.0,617.0,566.0,742.0,798.0,558.0,604.0,541.0,658.0,333.0,320.0,213.0,137.0,271.0
14000US53033022603,"Census Tract 226.03, King, WA",6173.0,525.0,265.0,263.0,214.0,274.0,631.0,936.0,420.0,387.0,301.0,254.0,362.0,477.0,313.0,268.0,182.0,69.0,32.0
14000US53033022604,"Census Tract 226.04, King, WA",5069.0,313.0,258.0,277.0,350.0,199.0,460.0,453.0,507.0,456.0,387.0,348.0,383.0,201.0,205.0,89.0,70.0,81.0,32.0
14000US53033022605,"Census Tract 226.05, King, WA",6347.0,348.0,511.0,235.0,228.0,477.0,843.0,1012.0,472.0,535.0,389.0,305.0,333.0,132.0,253.0,126.0,45.0,62.0,41.0
14000US53033022606,"Census Tract 226.06, King, WA",6087.0,309.0,327.0,393.0,232.0,215.0,586.0,772.0,562.0,325.0,499.0,290.0,407.0,304.0,306.0,298.0,110.0,103.0,49.0
14000US53033022701,"Census Tract 227.01, King, WA",3315.0,232.0,133.0,107.0,117.0,210.0,304.0,302.0,310.0,221.0,174.0,261.0,315.0,139.0,221.0,127.0,48.0,35.0,59.0
14000US53033022702,"Census Tract 227.02, King, WA",4182.0,293.0,200.0,110.0,622.0,448.0,139.0,191.0,366.0,204.0,213.0,327.0,152.0,348.0,222.0,142.0,148.0,36.0,21.0
14000US53033022703,"Census Tract 227.03, King, WA",2357.0,250.0,158.0,114.0,95.0,99.0,111.0,202.0,188.0,186.0,181.0,129.0,165.0,121.0,137.0,81.0,83.0,41.0,16.0
14000US53033022801,"Census Tract 228.01, King, WA",9233.0,772.0,405.0,347.0,343.0,378.0,1420.0,1468.0,913.0,473.0,640.0,437.0,557.0,266.0,264.0,273.0,73.0,183.0,21.0
14000US53033022802,"Census Tract 228.02, King, WA",5340.0,315.0,382.0,354.0,273.0,232.0,543.0,561.0,420.0,513.0,363.0,329.0,172.0,315.0,206.0,174.0,60.0,70.0,58.0
14000US53033022803,"Census Tract 228.03, King, WA",6083.0,475.0,642.0,221.0,170.0,113.0,746.0,1101.0,850.0,351.0,173.0,282.0,106.0,307.0,203.0,96.0,52.0,43.0,152.0
14000US53033022901,"Census Tract 229.01, King, WA",2992.0,186.0,164.0,235.0,133.0,43.0,202.0,161.0,230.0,128.0,194.0,290.0,147.0,252.0,166.0,124.0,114.0,108.0,115.0
14000US53033022902,"Census Tract 229.02, King, WA",6573.0,383.0,613.0,384.0,218.0,80.0,465.0,562.0,467.0,658.0,611.0,347.0,284.0,392.0,404.0,306.0,200.0,99.0,100.0
14000US53033023000,"Census Tract 230, King, WA",5718.0,173.0,380.0,490.0,340.0,187.0,470.0,245.0,254.0,542.0,684.0,382.0,364.0,247.0,217.0,245.0,163.0,159.0,176.0
14000US53033023100,"Census Tract 231, King, WA",4143.0,243.0,267.0,298.0,163.0,117.0,227.0,300.0,322.0,296.0,317.0,283.0,381.0,121.0,250.0,185.0,104.0,127.0,142.0
14000US53033023201,"Census Tract 232.01, King, WA",6639.0,354.0,476.0,273.0,136.0,285.0,1207.0,1315.0,545.0,393.0,429.0,268.0,238.0,245.0,197.0,62.0,59.0,26.0,131.0
14000US53033023202,"Census Tract 232.02, King, WA",4724.0,305.0,402.0,184.0,194.0,328.0,396.0,603.0,370.0,264.0,266.0,334.0,148.0,190.0,200.0,115.0,84.0,74.0,267.0
14000US53033023300,"Census Tract 233, King, WA",6721.0,531.0,469.0,239.0,331.0,279.0,657.0,284.0,417.0,589.0,597.0,509.0,575.0,221.0,299.0,205.0,182.0,164.0,173.0
14000US53033023401,"Census Tract 234.01, King, WA",3980.0,331.0,244.0,222.0,167.0,240.0,243.0,293.0,314.0,288.0,418.0,199.0,272.0,158.0,127.0,136.0,93.0,123.0,112.0
14000US53033023403,"Census Tract 234.03, King, WA",4257.0,236.0,270.0,243.0,277.0,177.0,154.0,296.0,391.0,241.0,237.0,347.0,369.0,279.0,281.0,219.0,122.0,44.0,74.0
14000US53033023404,"Census Tract 234.04, King, WA",3438.0,191.0,303.0,290.0,189.0,145.0,240.0,137.0,200.0,241.0,295.0,236.0,266.0,297.0,182.0,114.0,67.0,29.0,16.0
14000US53033023500,"Census Tract 235, King, WA",3788.0,205.0,275.0,261.0,259.0,111.0,186.0,174.0,350.0,343.0,327.0,344.0,268.0,127.0,178.0,106.0,174.0,53.0,47.0
14000US53033023601,"Census Tract 236.01, King, WA",4252.0,256.0,207.0,218.0,199.0,190.0,308.0,334.0,478.0,361.0,317.0,257.0,224.0,253.0,191.0,203.0,57.0,82.0,117.0
14000US53033023603,"Census Tract 236.03, King, WA",6649.0,505.0,296.0,170.0,283.0,673.0,1181.0,794.0,601.0,331.0,236.0,481.0,402.0,103.0,165.0,205.0,105.0,35.0,83.0
14000US53033023604,"Census Tract 236.04, King, WA",6616.0,356.0,417.0,400.0,211.0,544.0,615.0,676.0,440.0,642.0,342.0,285.0,550.0,230.0,189.0,141.0,239.0,100.0,239.0
14000US53033023700,"Census Tract 237, King, WA",4425.0,239.0,311.0,248.0,202.0,293.0,381.0,263.0,338.0,394.0,256.0,365.0,314.0,233.0,181.0,182.0,106.0,79.0,40.0
14000US53033023801,"Census Tract 238.01, King, WA",3074.0,241.0,145.0,169.0,161.0,142.0,339.0,472.0,220.0,233.0,265.0,167.0,101.0,172.0,89.0,51.0,37.0,31.0,39.0
14000US53033023803,"Census Tract 238.03, King, WA",5339.0,181.0,25.0,90.0,230.0,436.0,1064.0,953.0,278.0,176.0,314.0,187.0,110.0,360.0,233.0,79.0,98.0,140.0,385.0
14000US53033023804,"Census Tract 238.04, King, WA",7397.0,228.0,153.0,67.0,114.0,588.0,1138.0,1338.0,800.0,455.0,485.0,403.0,502.0,168.0,287.0,164.0,267.0,118.0,122.0
14000US53033023900,"Census Tract 239, King, WA",7067.0,359.0,325.0,733.0,403.0,209.0,452.0,374.0,341.0,512.0,677.0,547.0,544.0,402.0,325.0,279.0,340.0,153.0,92.0
14000US53033024000,"Census Tract 240, King, WA",7674.0,396.0,498.0,556.0,392.0,252.0,276.0,614.0,709.0,650.0,650.0,498.0,434.0,486.0,398.0,260.0,259.0,165.0,181.0
14000US53033024100,"Census Tract 241, King, WA",4895.0,156.0,275.0,545.0,408.0,149.0,85.0,104.0,187.0,292.0,555.0,497.0,360.0,349.0,232.0,244.0,183.0,93.0,181.0
14000US53033024200,"Census Tract 242, King, WA",3253.0,142.0,162.0,364.0,264.0,85.0,33.0,69.0,142.0,260.0,348.0,293.0,255.0,209.0,146.0,133.0,130.0,116.0,102.0
14000US53033024300,"Census Tract 243, King, WA",8736.0,191.0,562.0,640.0,399.0,434.0,463.0,612.0,349.0,532.0,652.0,595.0,643.0,569.0,668.0,385.0,336.0,225.0,481.0
14000US53033024400,"Census Tract 244, King, WA",3117.0,173.0,251.0,184.0,206.0,54.0,287.0,184.0,307.0,159.0,311.0,157.0,90.0,131.0,63.0,127.0,111.0,111.0,211.0
14000US53033024500,"Census Tract 245, King, WA",5195.0,179.0,354.0,540.0,384.0,220.0,115.0,174.0,139.0,348.0,457.0,592.0,496.0,256.0,340.0,241.0,121.0,122.0,117.0
14000US53033024601,"Census Tract 246.01, King, WA",4573.0,203.0,298.0,402.0,262.0,142.0,79.0,107.0,215.0,279.0,405.0,375.0,503.0,337.0,262.0,270.0,171.0,135.0,128.0
14000US53033024602,"Census Tract 246.02, King, WA",3871.0,156.0,285.0,504.0,304.0,78.0,101.0,24.0,227.0,311.0,355.0,364.0,297.0,283.0,211.0,164.0,74.0,107.0,26.0
14000US53033024701,"Census Tract 247.01, King, WA",4068.0,239.0,271.0,372.0,395.0,181.0,167.0,210.0,253.0,295.0,364.0,354.0,209.0,209.0,88.0,202.0,61.0,78.0,120.0
14000US53033024702,"Census Tract 247.02, King, WA",7732.0,453.0,389.0,373.0,372.0,603.0,374.0,534.0,466.0,356.0,740.0,642.0,611.0,536.0,366.0,320.0,267.0,113.0,217.0
14000US53033024800,"Census Tract 248, King, WA",5990.0,400.0,377.0,383.0,408.0,313.0,336.0,568.0,272.0,409.0,438.0,629.0,441.0,354.0,222.0,94.0,73.0,167.0,106.0
14000US53033024901,"Census Tract 249.01, King, WA",5428.0,280.0,312.0,435.0,432.0,190.0,99.0,177.0,267.0,385.0,529.0,564.0,498.0,311.0,227.0,224.0,271.0,149.0,78.0
14000US53033024902,"Census Tract 249.02, King, WA",4065.0,240.0,326.0,299.0,186.0,176.0,225.0,272.0,270.0,270.0,370.0,379.0,254.0,244.0,182.0,145.0,73.0,111.0,43.0
14000US53033024903,"Census Tract 249.03, King, WA",7114.0,232.0,357.0,599.0,608.0,327.0,326.0,235.0,328.0,563.0,563.0,832.0,563.0,600.0,664.0,154.0,77.0,86.0,0.0
14000US53033025001,"Census Tract 250.01, King, WA",5127.0,233.0,317.0,368.0,265.0,152.0,298.0,388.0,495.0,410.0,373.0,361.0,347.0,292.0,276.0,141.0,204.0,88.0,119.0
14000US53033025003,"Census Tract 250.03, King, WA",6863.0,424.0,265.0,464.0,300.0,588.0,408.0,282.0,577.0,446.0,325.0,605.0,737.0,537.0,223.0,319.0,225.0,66.0,72.0
14000US53033025005,"Census Tract 250.05, King, WA",5133.0,321.0,307.0,412.0,224.0,262.0,254.0,364.0,496.0,452.0,554.0,417.0,396.0,183.0,154.0,133.0,88.0,20.0,96.0
14000US53033025006,"Census Tract 250.06, King, WA",6164.0,406.0,340.0,400.0,431.0,326.0,273.0,556.0,485.0,431.0,499.0,645.0,305.0,305.0,170.0,130.0,133.0,151.0,178.0
14000US53033025101,"Census Tract 251.01, King, WA",6675.0,566.0,427.0,419.0,473.0,450.0,383.0,506.0,700.0,471.0,428.0,440.0,217.0,443.0,313.0,222.0,97.0,115.0,5.0
14000US53033025102,"Census Tract 251.02, King, WA",7878.0,586.0,694.0,583.0,378.0,405.0,510.0,765.0,817.0,550.0,622.0,563.0,402.0,290.0,443.0,142.0,71.0,22.0,35.0
14000US53033025200,"Census Tract 252, King, WA",8985.0,554.0,721.0,420.0,416.0,556.0,697.0,727.0,753.0,795.0,736.0,537.0,432.0,685.0,223.0,279.0,155.0,64.0,235.0
14000US53033025301,"Census Tract 253.01, King, WA",6330.0,196.0,238.0,167.0,310.0,501.0,1029.0,355.0,532.0,516.0,771.0,426.0,349.0,342.0,187.0,164.0,98.0,120.0,29.0
14000US53033025302,"Census Tract 253.02, King, WA",5583.0,490.0,330.0,217.0,318.0,216.0,558.0,564.0,230.0,395.0,303.0,553.0,354.0,141.0,214.0,213.0,83.0,118.0,286.0
14000US53033025400,"Census Tract 254, King, WA",7445.0,507.0,395.0,252.0,488.0,634.0,1176.0,725.0,522.0,482.0,410.0,532.0,412.0,328.0,294.0,145.0,62.0,20.0,61.0
14000US53033025500,"Census Tract 255, King, WA",4794.0,194.0,340.0,238.0,258.0,463.0,351.0,605.0,303.0,283.0,293.0,479.0,344.0,168.0,151.0,132.0,70.0,48.0,74.0
14000US53033025601,"Census Tract 256.01, King, WA",5644.0,391.0,525.0,331.0,310.0,207.0,425.0,413.0,662.0,277.0,252.0,380.0,512.0,442.0,188.0,148.0,42.0,89.0,50.0
14000US53033025602,"Census Tract 256.02, King, WA",6356.0,471.0,352.0,529.0,321.0,309.0,238.0,446.0,389.0,672.0,616.0,527.0,424.0,229.0,309.0,183.0,166.0,86.0,89.0
14000US53033025701,"Census Tract 257.01, King, WA",6215.0,417.0,358.0,251.0,117.0,439.0,1017.0,674.0,697.0,345.0,228.0,258.0,341.0,376.0,254.0,107.0,140.0,94.0,102.0
14000US53033025702,"Census Tract 257.02, King, WA",3577.0,186.0,223.0,218.0,131.0,263.0,285.0,247.0,176.0,278.0,457.0,148.0,250.0,236.0,153.0,154.0,82.0,50.0,40.0
14000US53033025803,"Census Tract 258.03, King, WA",4755.0,267.0,318.0,380.0,240.0,400.0,556.0,398.0,328.0,245.0,271.0,285.0,241.0,339.0,139.0,95.0,82.0,117.0,54.0
14000US53033025804,"Census Tract 258.04, King, WA",3614.0,181.0,297.0,187.0,344.0,140.0,259.0,193.0,209.0,258.0,310.0,341.0,149.0,179.0,152.0,181.0,119.0,36.0,79.0
14000US53033025805,"Census Tract 258.05, King, WA",5197.0,447.0,290.0,64.0,258.0,263.0,713.0,480.0,760.0,395.0,222.0,210.0,376.0,250.0,197.0,74.0,129.0,23.0,46.0
14000US53033025806,"Census Tract 258.06, King, WA",5329.0,470.0,455.0,333.0,223.0,220.0,564.0,478.0,393.0,368.0,318.0,437.0,193.0,335.0,174.0,138.0,84.0,61.0,85.0
14000US53033026001,"Census Tract 260.01, King, WA",5704.0,297.0,368.0,164.0,267.0,122.0,322.0,411.0,438.0,546.0,522.0,499.0,305.0,403.0,340.0,247.0,86.0,181.0,186.0
14000US53033026002,"Census Tract 260.02, King, WA",8529.0,582.0,474.0,718.0,708.0,632.0,704.0,720.0,792.0,505.0,576.0,395.0,441.0,491.0,333.0,163.0,47.0,137.0,111.0
14000US53033026100,"Census Tract 261, King, WA",8327.0,637.0,538.0,595.0,655.0,412.0,674.0,893.0,439.0,407.0,643.0,760.0,490.0,333.0,325.0,245.0,109.0,51.0,121.0
14000US53033026200,"Census Tract 262, King, WA",5743.0,419.0,217.0,260.0,152.0,542.0,710.0,530.0,562.0,490.0,287.0,238.0,282.0,505.0,245.0,101.0,35.0,51.0,117.0
14000US53033026300,"Census Tract 263, King, WA",1616.0,57.0,41.0,189.0,114.0,116.0,111.0,80.0,106.0,168.0,73.0,91.0,149.0,108.0,77.0,65.0,13.0,13.0,45.0
14000US53033026400,"Census Tract 264, King, WA",6198.0,538.0,455.0,232.0,301.0,301.0,634.0,446.0,560.0,631.0,520.0,257.0,222.0,373.0,249.0,179.0,176.0,26.0,98.0
14000US53033026500,"Census Tract 265, King, WA",4392.0,330.0,307.0,440.0,217.0,204.0,349.0,369.0,333.0,130.0,266.0,400.0,230.0,280.0,112.0,189.0,111.0,38.0,87.0
14000US53033026600,"Census Tract 266, King, WA",2538.0,116.0,145.0,223.0,113.0,160.0,237.0,185.0,135.0,315.0,183.0,208.0,119.0,119.0,125.0,90.0,39.0,18.0,8.0
14000US53033026700,"Census Tract 267, King, WA",5291.0,324.0,491.0,205.0,293.0,178.0,494.0,285.0,530.0,174.0,555.0,329.0,306.0,239.0,267.0,225.0,178.0,125.0,93.0
14000US53033026801,"Census Tract 268.01, King, WA",5883.0,496.0,523.0,124.0,189.0,346.0,680.0,748.0,360.0,433.0,252.0,354.0,414.0,466.0,229.0,101.0,29.0,36.0,103.0
14000US53033026802,"Census Tract 268.02, King, WA",5562.0,449.0,414.0,277.0,446.0,476.0,380.0,328.0,391.0,436.0,362.0,433.0,385.0,280.0,218.0,119.0,81.0,34.0,53.0
14000US53033027000,"Census Tract 270, King, WA",3147.0,95.0,153.0,219.0,177.0,179.0,229.0,324.0,155.0,248.0,175.0,417.0,211.0,202.0,106.0,119.0,62.0,45.0,31.0
14000US53033027100,"Census Tract 271, King, WA",3885.0,418.0,278.0,326.0,208.0,156.0,178.0,314.0,399.0,223.0,219.0,246.0,165.0,227.0,118.0,127.0,72.0,132.0,79.0
14000US53033027200,"Census Tract 272, King, WA",2607.0,145.0,190.0,215.0,172.0,156.0,202.0,180.0,179.0,160.0,279.0,178.0,158.0,118.0,113.0,52.0,52.0,12.0,46.0
14000US53033027300,"Census Tract 273, King, WA",5786.0,562.0,263.0,316.0,407.0,290.0,662.0,494.0,598.0,269.0,326.0,365.0,286.0,306.0,318.0,148.0,50.0,113.0,13.0
14000US53033027400,"Census Tract 274, King, WA",5224.0,231.0,344.0,291.0,416.0,388.0,258.0,278.0,432.0,471.0,448.0,336.0,362.0,233.0,194.0,232.0,150.0,97.0,63.0
14000US53033027500,"Census Tract 275, King, WA",4852.0,176.0,343.0,310.0,244.0,327.0,144.0,406.0,342.0,355.0,243.0,344.0,431.0,399.0,196.0,196.0,146.0,117.0,133.0
14000US53033027600,"Census Tract 276, King, WA",4757.0,402.0,269.0,284.0,368.0,346.0,357.0,222.0,398.0,397.0,220.0,185.0,298.0,479.0,177.0,115.0,166.0,30.0,44.0
14000US53033027701,"Census Tract 277.01, King, WA",5008.0,145.0,313.0,296.0,240.0,166.0,223.0,222.0,189.0,300.0,292.0,346.0,591.0,488.0,574.0,189.0,148.0,69.0,217.0
14000US53033027702,"Census Tract 277.02, King, WA",5028.0,129.0,188.0,308.0,241.0,124.0,157.0,156.0,317.0,234.0,476.0,433.0,315.0,611.0,522.0,313.0,214.0,204.0,86.0
14000US53033027800,"Census Tract 278, King, WA",3403.0,161.0,139.0,109.0,213.0,56.0,133.0,147.0,172.0,182.0,197.0,307.0,407.0,367.0,249.0,194.0,84.0,121.0,165.0
14000US53033027900,"Census Tract 279, King, WA",7955.0,594.0,580.0,385.0,360.0,361.0,534.0,575.0,651.0,533.0,736.0,611.0,458.0,550.0,292.0,189.0,212.0,155.0,179.0
14000US53033028000,"Census Tract 280, King, WA",4554.0,322.0,445.0,303.0,255.0,205.0,419.0,479.0,342.0,420.0,313.0,182.0,214.0,207.0,153.0,158.0,83.0,31.0,23.0
14000US53033028100,"Census Tract 281, King, WA",2649.0,167.0,165.0,119.0,190.0,282.0,222.0,221.0,281.0,175.0,114.0,172.0,181.0,149.0,47.0,63.0,18.0,12.0,71.0
14000US53033028200,"Census Tract 282, King, WA",4929.0,367.0,345.0,283.0,185.0,455.0,702.0,345.0,375.0,319.0,236.0,303.0,252.0,257.0,113.0,271.0,73.0,33.0,15.0
14000US53033028300,"Census Tract 283, King, WA",5241.0,346.0,306.0,250.0,161.0,342.0,482.0,447.0,395.0,307.0,360.0,399.0,407.0,349.0,297.0,139.0,76.0,79.0,99.0
14000US53033028402,"Census Tract 284.02, King, WA",5254.0,530.0,331.0,276.0,201.0,488.0,332.0,647.0,219.0,480.0,387.0,291.0,241.0,295.0,263.0,142.0,55.0,37.0,39.0
14000US53033028403,"Census Tract 284.03, King, WA",5379.0,283.0,276.0,156.0,501.0,307.0,438.0,423.0,356.0,632.0,323.0,289.0,283.0,309.0,351.0,207.0,119.0,86.0,40.0
14000US53033028500,"Census Tract 285, King, WA",4263.0,257.0,246.0,331.0,160.0,308.0,374.0,353.0,344.0,360.0,373.0,316.0,156.0,227.0,196.0,120.0,65.0,43.0,34.0
14000US53033028600,"Census Tract 286, King, WA",6556.0,420.0,314.0,246.0,375.0,217.0,250.0,518.0,150.0,379.0,368.0,557.0,621.0,525.0,442.0,363.0,240.0,120.0,451.0
14000US53033028700,"Census Tract 287, King, WA",5205.0,293.0,282.0,297.0,311.0,357.0,283.0,265.0,341.0,391.0,603.0,305.0,351.0,330.0,183.0,250.0,172.0,102.0,89.0
14000US53033028801,"Census Tract 288.01, King, WA",3260.0,183.0,190.0,167.0,53.0,200.0,342.0,299.0,191.0,229.0,264.0,252.0,204.0,141.0,127.0,45.0,56.0,62.0,255.0
14000US53033028802,"Census Tract 288.02, King, WA",6631.0,763.0,668.0,375.0,115.0,328.0,770.0,893.0,492.0,313.0,285.0,234.0,404.0,387.0,384.0,82.0,0.0,37.0,101.0
14000US53033028901,"Census Tract 289.01, King, WA",3304.0,158.0,162.0,105.0,84.0,119.0,361.0,147.0,227.0,200.0,291.0,175.0,365.0,294.0,201.0,138.0,136.0,71.0,70.0
14000US53033028902,"Census Tract 289.02, King, WA",7525.0,428.0,815.0,439.0,337.0,628.0,805.0,802.0,432.0,631.0,636.0,331.0,276.0,171.0,299.0,211.0,76.0,87.0,121.0
14000US53033029001,"Census Tract 290.01, King, WA",4574.0,158.0,302.0,119.0,298.0,262.0,288.0,223.0,301.0,156.0,335.0,335.0,267.0,268.0,271.0,254.0,178.0,210.0,349.0
14000US53033029003,"Census Tract 290.03, King, WA",5493.0,317.0,414.0,286.0,397.0,328.0,406.0,683.0,215.0,460.0,501.0,488.0,247.0,269.0,152.0,115.0,31.0,94.0,90.0
14000US53033029004,"Census Tract 290.04, King, WA",4078.0,532.0,356.0,334.0,363.0,376.0,284.0,351.0,342.0,235.0,228.0,169.0,133.0,149.0,50.0,38.0,60.0,67.0,11.0
14000US53033029101,"Census Tract 291.01, King, WA",3096.0,179.0,189.0,213.0,208.0,130.0,157.0,227.0,238.0,362.0,271.0,204.0,149.0,207.0,109.0,101.0,59.0,60.0,33.0
14000US53033029102,"Census Tract 291.02, King, WA",4324.0,134.0,285.0,296.0,147.0,462.0,459.0,184.0,291.0,492.0,231.0,255.0,315.0,180.0,144.0,135.0,104.0,119.0,91.0
14000US53033029203,"Census Tract 292.03, King, WA",4244.0,295.0,285.0,192.0,297.0,447.0,382.0,348.0,473.0,313.0,229.0,198.0,120.0,160.0,111.0,154.0,21.0,28.0,191.0
14000US53033029204,"Census Tract 292.04, King, WA",7360.0,567.0,531.0,489.0,650.0,886.0,826.0,558.0,474.0,425.0,433.0,405.0,384.0,187.0,220.0,148.0,140.0,0.0,37.0
14000US53033029205,"Census Tract 292.05, King, WA",4659.0,165.0,280.0,172.0,308.0,393.0,455.0,434.0,448.0,301.0,200.0,129.0,394.0,392.0,237.0,160.0,94.0,60.0,37.0
14000US53033029206,"Census Tract 292.06, King, WA",4409.0,521.0,196.0,234.0,207.0,450.0,568.0,357.0,238.0,287.0,272.0,104.0,185.0,187.0,231.0,151.0,110.0,64.0,47.0
14000US53033029303,"Census Tract 293.03, King, WA",7473.0,399.0,653.0,384.0,209.0,467.0,638.0,430.0,454.0,444.0,595.0,505.0,444.0,638.0,257.0,101.0,384.0,164.0,307.0
