,name,Total,Total_0_4,Total_5_9,Total_10_14,Total_15_19,Total_20_24,Total_25_29,Total_30_34,Total_35_39,Total_40_44,Total_45_49,Total_50_54,Total_55_59,Total_60_64,Total_65_69,Total_70_74,Total_75_79,Total_80_84,Total_85up
14000US53033001800,"Census Tract 18, King, WA",5246.0,404.0,168.0,126.0,158.0,384.0,951.0,1074.0,491.0,598.0,231.0,206.0,161.0,47.0,71.0,90.0,67.0,2.0,17.0
14000US53033001900,"Census Tract 19, King, WA",4971.0,257.0,199.0,151.0,172.0,512.0,724.0,439.0,596.0,278.0,286.0,295.0,184.0,271.0,195.0,94.0,80.0,110.0,128.0
14000US53033002000,"Census Tract 20, King, WA",3754.0,299.0,135.0,136.0,111.0,233.0,430.0,444.0,413.0,247.0,302.0,143.0,222.0,192.0,182.0,89.0,40.0,39.0,97.0
14000US53033002100,"Census Tract 21, King, WA",4350.0,289.0,306.0,169.0,157.0,299.0,378.0,343.0,391.0,318.0,255.0,273.0,402.0,231.0,238.0,177.0,45.0,53.0,26.0
14000US53033002200,"Census Tract 22, King, WA",5867.0,419.0,344.0,295.0,268.0,306.0,255.0,325.0,516.0,398.0,491.0,399.0,471.0,266.0,240.0,244.0,246.0,192.0,192.0
14000US53033002400,"Census Tract 24, King, WA",3224.0,149.0,212.0,260.0,167.0,146.0,248.0,218.0,132.0,309.0,257.0,288.0,151.0,238.0,256.0,114.0,15.0,23.0,41.0
14000US53033002500,"Census Tract 25, King, WA",3357.0,161.0,294.0,170.0,67.0,139.0,338.0,225.0,294.0,419.0,207.0,198.0,227.0,182.0,207.0,88.0,62.0,42.0,37.0
14000US53033002600,"Census Tract 26, King, WA",5268.0,393.0,419.0,265.0,184.0,414.0,425.0,435.0,418.0,418.0,329.0,502.0,267.0,227.0,347.0,124.0,32.0,1.0,68.0
14000US53033002700,"Census Tract 27, King, WA",6415.0,573.0,225.0,234.0,59.0,831.0,696.0,750.0,557.0,468.0,384.0,252.0,284.0,336.0,359.0,192.0,89.0,56.0,70.0
14000US53033002800,"Census Tract 28, King, WA",4925.0,402.0,310.0,181.0,86.0,56.0,633.0,584.0,581.0,589.0,285.0,282.0,203.0,195.0,236.0,161.0,62.0,28.0,51.0
14000US53033002900,"Census Tract 29, King, WA",4863.0,346.0,357.0,300.0,134.0,228.0,288.0,458.0,374.0,502.0,470.0,384.0,273.0,320.0,199.0,123.0,31.0,41.0,35.0
14000US53033003000,"Census Tract 30, King, WA",6314.0,405.0,434.0,434.0,181.0,177.0,392.0,732.0,540.0,655.0,445.0,522.0,442.0,348.0,306.0,93.0,60.0,44.0,104.0
14000US53033003100,"Census Tract 31, King, WA",6452.0,534.0,406.0,401.0,178.0,198.0,164.0,392.0,807.0,548.0,537.0,398.0,520.0,481.0,406.0,99.0,150.0,109.0,124.0
14000US53033003200,"Census Tract 32, King, WA",8813.0,427.0,234.0,293.0,291.0,368.0,1218.0,1210.0,677.0,468.0,759.0,529.0,495.0,520.0,587.0,268.0,150.0,120.0,199.0
14000US53033003300,"Census Tract 33, King, WA",7560.0,601.0,300.0,220.0,163.0,467.0,976.0,967.0,1078.0,652.0,592.0,495.0,258.0,287.0,307.0,43.0,93.0,29.0,32.0
14000US53033003400,"Census Tract 34, King, WA",3630.0,243.0,187.0,140.0,106.0,245.0,364.0,461.0,373.0,193.0,331.0,167.0,218.0,224.0,232.0,51.0,44.0,31.0,20.0
14000US53033003500,"Census Tract 35, King, WA",4218.0,167.0,244.0,234.0,147.0,132.0,428.0,359.0,482.0,273.0,292.0,212.0,242.0,356.0,201.0,134.0,130.0,44.0,141.0
14000US53033003600,"Census Tract 36, King, WA",7122.0,226.0,400.0,197.0,108.0,891.0,1058.0,1092.0,555.0,571.0,396.0,129.0,215.0,287.0,377.0,231.0,69.0,87.0,233.0
14000US53033003800,"Census Tract 38, King, WA",2362.0,122.0,174.0,151.0,167.0,179.0,239.0,150.0,105.0,196.0,171.0,169.0,136.0,97.0,103.0,114.0,29.0,20.0,40.0
14000US53033003900,"Census Tract 39, King, WA",3070.0,161.0,264.0,242.0,89.0,174.0,188.0,168.0,191.0,241.0,271.0,225.0,130.0,261.0,128.0,129.0,58.0,64.0,86.0
14000US53033004000,"Census Tract 40, King, WA",3237.0,132.0,158.0,398.0,127.0,188.0,347.0,144.0,216.0,232.0,209.0,246.0,212.0,199.0,208.0,82.0,63.0,22.0,54.0
14000US53033004100,"Census Tract 41, King, WA",8106.0,468.0,523.0,695.0,502.0,319.0,452.0,561.0,606.0,394.0,661.0,710.0,412.0,370.0,578.0,447.0,130.0,118.0,160.0
14000US53033004200,"Census Tract 42, King, WA",8588.0,533.0,930.0,308.0,246.0,609.0,706.0,476.0,641.0,758.0,580.0,527.0,455.0,563.0,553.0,240.0,174.0,206.0,83.0
14000US53033004301,"Census Tract 43.01, King, WA",3827.0,225.0,225.0,192.0,167.0,598.0,336.0,285.0,223.0,312.0,216.0,144.0,138.0,294.0,197.0,88.0,94.0,47.0,46.0
14000US53033004302,"Census Tract 43.02, King, WA",4116.0,4.0,35.0,32.0,832.0,1885.0,402.0,190.0,94.0,94.0,64.0,29.0,55.0,36.0,71.0,58.0,56.0,31.0,148.0
14000US53033004400,"Census Tract 44, King, WA",7634.0,86.0,118.0,128.0,500.0,2756.0,1552.0,614.0,181.0,174.0,307.0,93.0,233.0,313.0,177.0,111.0,45.0,13.0,233.0
14000US53033004500,"Census Tract 45, King, WA",3348.0,231.0,119.0,95.0,142.0,528.0,648.0,299.0,235.0,193.0,246.0,234.0,123.0,79.0,98.0,62.0,0.0,9.0,7.0
14000US53033004600,"Census Tract 46, King, WA",3623.0,127.0,271.0,242.0,175.0,125.0,366.0,359.0,268.0,244.0,395.0,247.0,188.0,217.0,199.0,114.0,34.0,22.0,30.0
14000US53033004700,"Census Tract 47, King, WA",9409.0,267.0,233.0,42.0,150.0,300.0,2044.0,1921.0,1245.0,777.0,520.0,418.0,342.0,299.0,155.0,229.0,214.0,83.0,170.0
14000US53033004800,"Census Tract 48, King, WA",5213.0,204.0,292.0,279.0,73.0,261.0,596.0,977.0,527.0,378.0,359.0,353.0,183.0,366.0,207.0,66.0,22.0,58.0,12.0
14000US53033004900,"Census Tract 49, King, WA",7058.0,281.0,45.0,54.0,103.0,1058.0,1747.0,1374.0,533.0,559.0,193.0,279.0,186.0,203.0,158.0,45.0,131.0,35.0,74.0
14000US53033005000,"Census Tract 50, King, WA",4011.0,144.0,151.0,117.0,169.0,308.0,887.0,695.0,186.0,210.0,233.0,180.0,283.0,82.0,147.0,48.0,0.0,20.0,151.0
14000US53033005100,"Census Tract 51, King, WA",3716.0,192.0,182.0,237.0,116.0,251.0,297.0,381.0,355.0,232.0,382.0,227.0,208.0,243.0,222.0,125.0,44.0,0.0,22.0
14000US53033005200,"Census Tract 52, King, WA",6674.0,210.0,117.0,85.0,636.0,2606.0,846.0,669.0,411.0,153.0,217.0,75.0,178.0,153.0,48.0,80.0,61.0,78.0,51.0
14000US53033005301,"Census Tract 53.01, King, WA",8226.0,20.0,29.0,43.0,1918.0,3975.0,925.0,496.0,78.0,173.0,51.0,128.0,134.0,84.0,61.0,15.0,45.0,18.0,33.0
14000US53033005302,"Census Tract 53.02, King, WA",5320.0,0.0,0.0,0.0,3783.0,1328.0,33.0,52.0,67.0,0.0,9.0,0.0,22.0,11.0,0.0,0.0,0.0,15.0,0.0
14000US53033005400,"Census Tract 54, King, WA",6120.0,193.0,214.0,108.0,55.0,727.0,1355.0,745.0,874.0,209.0,380.0,273.0,155.0,332.0,263.0,98.0,0.0,61.0,78.0
14000US53033005600,"Census Tract 56, King, WA",6954.0,383.0,489.0,560.0,181.0,135.0,169.0,268.0,374.0,605.0,731.0,509.0,728.0,409.0,394.0,287.0,364.0,156.0,212.0
14000US53033005700,"Census Tract 57, King, WA",6864.0,554.0,329.0,491.0,192.0,254.0,396.0,539.0,707.0,566.0,453.0,378.0,586.0,492.0,343.0,317.0,180.0,69.0,18.0
14000US53033005801,"Census Tract 58.01, King, WA",5351.0,220.0,196.0,239.0,207.0,369.0,817.0,654.0,438.0,378.0,589.0,366.0,234.0,189.0,210.0,84.0,53.0,24.0,84.0
14000US53033005802,"Census Tract 58.02, King, WA",5853.0,375.0,170.0,111.0,105.0,403.0,1163.0,869.0,394.0,361.0,336.0,358.0,174.0,329.0,239.0,184.0,96.0,75.0,111.0
14000US53033005900,"Census Tract 59, King, WA",8030.0,473.0,432.0,284.0,972.0,1190.0,819.0,779.0,490.0,509.0,219.0,405.0,371.0,480.0,281.0,122.0,71.0,48.0,85.0
14000US53033006000,"Census Tract 60, King, WA",5915.0,301.0,177.0,188.0,155.0,643.0,920.0,703.0,457.0,280.0,309.0,386.0,304.0,319.0,211.0,259.0,124.0,72.0,107.0
14000US53033006100,"Census Tract 61, King, WA",5312.0,198.0,83.0,139.0,80.0,363.0,775.0,986.0,317.0,488.0,470.0,329.0,219.0,183.0,330.0,209.0,69.0,57.0,17.0
14000US53033006200,"Census Tract 62, King, WA",4578.0,396.0,216.0,211.0,230.0,149.0,469.0,252.0,326.0,353.0,327.0,380.0,328.0,247.0,304.0,233.0,106.0,41.0,10.0
14000US53033006300,"Census Tract 63, King, WA",5945.0,272.0,420.0,201.0,374.0,215.0,253.0,216.0,505.0,460.0,447.0,247.0,466.0,456.0,457.0,328.0,206.0,214.0,208.0
14000US53033006400,"Census Tract 64, King, WA",3616.0,226.0,181.0,221.0,265.0,87.0,379.0,230.0,263.0,214.0,326.0,385.0,202.0,179.0,199.0,147.0,55.0,26.0,31.0
14000US53033006500,"Census Tract 65, King, WA",4995.0,243.0,186.0,173.0,85.0,257.0,630.0,808.0,404.0,397.0,459.0,275.0,235.0,158.0,326.0,185.0,75.0,69.0,30.0
14000US53033006600,"Census Tract 66, King, WA",4245.0,101.0,47.0,60.0,31.0,322.0,1334.0,690.0,380.0,373.0,299.0,124.0,103.0,89.0,116.0,176.0,0.0,0.0,0.0
14000US53033006700,"Census Tract 67, King, WA",9508.0,420.0,132.0,5.0,47.0,590.0,3299.0,1712.0,1007.0,467.0,183.0,203.0,322.0,461.0,253.0,87.0,42.0,58.0,220.0
14000US53033006800,"Census Tract 68, King, WA",3356.0,127.0,297.0,259.0,82.0,130.0,453.0,285.0,223.0,335.0,223.0,276.0,165.0,175.0,145.0,76.0,47.0,33.0,25.0
14000US53033006900,"Census Tract 69, King, WA",5121.0,236.0,307.0,342.0,99.0,255.0,372.0,509.0,443.0,368.0,498.0,409.0,377.0,290.0,170.0,196.0,89.0,73.0,88.0
14000US53033007000,"Census Tract 70, King, WA",7477.0,248.0,113.0,69.0,32.0,378.0,1219.0,1431.0,870.0,474.0,236.0,457.0,351.0,359.0,398.0,399.0,115.0,121.0,207.0
14000US53033007100,"Census Tract 71, King, WA",5041.0,187.0,114.0,40.0,22.0,377.0,1425.0,948.0,427.0,297.0,206.0,259.0,169.0,305.0,112.0,47.0,60.0,46.0,0.0
14000US53033007200,"Census Tract 72, King, WA",10403.0,190.0,242.0,0.0,195.0,1049.0,3210.0,1609.0,896.0,759.0,509.0,451.0,455.0,255.0,248.0,82.0,0.0,63.0,190.0
14000US53033007300,"Census Tract 73, King, WA",7402.0,147.0,77.0,24.0,17.0,1025.0,1650.0,1154.0,750.0,393.0,374.0,357.0,298.0,347.0,90.0,143.0,112.0,223.0,221.0
14000US53033007401,"Census Tract 74.01, King, WA",5502.0,39.0,48.0,5.0,79.0,499.0,1602.0,1051.0,586.0,417.0,260.0,181.0,279.0,124.0,54.0,66.0,90.0,122.0,0.0
14000US53033007402,"Census Tract 74.02, King, WA",5560.0,134.0,23.0,0.0,115.0,902.0,1461.0,848.0,611.0,283.0,152.0,269.0,180.0,361.0,122.0,50.0,0.0,37.0,12.0
14000US53033007500,"Census Tract 75, King, WA",9289.0,444.0,71.0,53.0,41.0,1054.0,2706.0,1847.0,992.0,546.0,337.0,418.0,135.0,331.0,112.0,112.0,18.0,0.0,72.0
14000US53033007600,"Census Tract 76, King, WA",4389.0,172.0,100.0,61.0,165.0,490.0,685.0,714.0,415.0,299.0,247.0,284.0,179.0,102.0,185.0,71.0,62.0,45.0,113.0
14000US53033007700,"Census Tract 77, King, WA",5382.0,251.0,280.0,198.0,139.0,286.0,695.0,786.0,409.0,460.0,490.0,316.0,303.0,383.0,214.0,96.0,50.0,5.0,21.0
14000US53033007800,"Census Tract 78, King, WA",5675.0,239.0,388.0,275.0,263.0,264.0,326.0,305.0,454.0,445.0,492.0,453.0,314.0,328.0,478.0,303.0,80.0,167.0,101.0
14000US53033007900,"Census Tract 79, King, WA",6228.0,245.0,113.0,198.0,41.0,534.0,1468.0,866.0,602.0,365.0,213.0,202.0,279.0,279.0,216.0,290.0,44.0,160.0,113.0
14000US53033008001,"Census Tract 80.01, King, WA",7182.0,87.0,83.0,36.0,33.0,378.0,1836.0,1325.0,898.0,379.0,467.0,357.0,288.0,385.0,283.0,217.0,72.0,58.0,0.0
14000US53033008002,"Census Tract 80.02, King, WA",3688.0,105.0,0.0,20.0,148.0,378.0,509.0,463.0,275.0,296.0,233.0,290.0,264.0,259.0,164.0,133.0,120.0,31.0,0.0
14000US53033008100,"Census Tract 81, King, WA",4706.0,102.0,47.0,24.0,0.0,389.0,649.0,495.0,354.0,353.0,310.0,287.0,389.0,446.0,416.0,263.0,99.0,19.0,64.0
14000US53033008200,"Census Tract 82, King, WA",4286.0,111.0,0.0,0.0,52.0,474.0,873.0,753.0,296.0,173.0,166.0,312.0,252.0,152.0,33.0,96.0,66.0,237.0,240.0
14000US53033008300,"Census Tract 83, King, WA",3265.0,15.0,23.0,32.0,16.0,395.0,737.0,351.0,327.0,132.0,162.0,161.0,130.0,182.0,133.0,80.0,128.0,117.0,144.0
14000US53033008400,"Census Tract 84, King, WA",4865.0,17.0,0.0,171.0,58.0,540.0,1184.0,1144.0,295.0,240.0,121.0,132.0,279.0,171.0,139.0,53.0,59.0,135.0,127.0
14000US53033008500,"Census Tract 85, King, WA",4195.0,39.0,8.0,39.0,119.0,479.0,705.0,474.0,371.0,330.0,277.0,190.0,104.0,108.0,144.0,115.0,214.0,203.0,276.0
14000US53033008600,"Census Tract 86, King, WA",6079.0,19.0,67.0,55.0,1335.0,1752.0,743.0,495.0,312.0,352.0,270.0,186.0,143.0,71.0,70.0,88.0,104.0,0.0,17.0
14000US53033008700,"Census Tract 87, King, WA",4573.0,130.0,145.0,301.0,265.0,666.0,675.0,515.0,455.0,294.0,204.0,269.0,196.0,221.0,77.0,77.0,40.0,21.0,22.0
14000US53033008800,"Census Tract 88, King, WA",4435.0,309.0,286.0,211.0,72.0,121.0,513.0,752.0,498.0,442.0,245.0,382.0,145.0,174.0,58.0,82.0,32.0,44.0,69.0
14000US53033008900,"Census Tract 89, King, WA",6068.0,335.0,306.0,87.0,330.0,328.0,665.0,734.0,635.0,298.0,598.0,432.0,195.0,284.0,470.0,153.0,80.0,63.0,75.0
14000US53033009000,"Census Tract 90, King, WA",3457.0,189.0,131.0,110.0,72.0,314.0,262.0,451.0,237.0,262.0,108.0,237.0,135.0,164.0,222.0,123.0,114.0,170.0,156.0
14000US53033009100,"Census Tract 91, King, WA",2464.0,13.0,39.0,40.0,117.0,57.0,276.0,349.0,157.0,128.0,137.0,197.0,70.0,226.0,152.0,88.0,79.0,85.0,254.0
14000US53033009200,"Census Tract 92, King, WA",2763.0,36.0,10.0,21.0,0.0,212.0,388.0,298.0,223.0,176.0,177.0,282.0,270.0,185.0,157.0,134.0,68.0,68.0,58.0
14000US53033009300,"Census Tract 93, King, WA",2637.0,31.0,47.0,96.0,35.0,167.0,315.0,287.0,246.0,252.0,195.0,147.0,255.0,176.0,140.0,89.0,65.0,37.0,57.0
14000US53033009400,"Census Tract 94, King, WA",7243.0,332.0,397.0,240.0,195.0,242.0,915.0,1160.0,928.0,627.0,308.0,322.0,291.0,339.0,269.0,274.0,94.0,260.0,50.0
14000US53033009500,"Census Tract 95, King, WA",6517.0,305.0,658.0,225.0,356.0,208.0,440.0,368.0,483.0,625.0,701.0,538.0,606.0,172.0,319.0,349.0,93.0,55.0,16.0
14000US53033009600,"Census Tract 96, King, WA",5663.0,212.0,193.0,125.0,239.0,118.0,278.0,471.0,566.0,317.0,429.0,472.0,576.0,468.0,353.0,449.0,124.0,139.0,134.0
14000US53033009701,"Census Tract 97.01, King, WA",6233.0,355.0,219.0,247.0,249.0,122.0,444.0,508.0,432.0,497.0,630.0,492.0,499.0,415.0,497.0,348.0,150.0,17.0,112.0
14000US53033009702,"Census Tract 97.02, King, WA",5596.0,305.0,552.0,348.0,131.0,133.0,270.0,311.0,460.0,631.0,443.0,480.0,362.0,297.0,386.0,135.0,179.0,61.0,112.0
14000US53033009800,"Census Tract 98, King, WA",7201.0,333.0,591.0,304.0,267.0,136.0,557.0,649.0,656.0,935.0,585.0,397.0,327.0,407.0,402.0,217.0,155.0,138.0,145.0
14000US53033009900,"Census Tract 99, King, WA",6180.0,401.0,384.0,92.0,64.0,221.0,724.0,766.0,571.0,699.0,531.0,388.0,475.0,295.0,344.0,92.0,62.0,44.0,27.0
14000US53033010001,"Census Tract 100.01, King, WA",4516.0,210.0,369.0,218.0,315.0,335.0,415.0,334.0,311.0,450.0,280.0,222.0,159.0,272.0,239.0,110.0,112.0,63.0,102.0
14000US53033010002,"Census Tract 100.02, King, WA",4925.0,310.0,238.0,261.0,208.0,349.0,510.0,527.0,434.0,390.0,346.0,309.0,379.0,167.0,82.0,112.0,142.0,80.0,81.0
14000US53033010100,"Census Tract 101, King, WA",8943.0,656.0,296.0,612.0,424.0,606.0,638.0,895.0,729.0,526.0,662.0,904.0,481.0,449.0,376.0,243.0,105.0,165.0,176.0
14000US53033010200,"Census Tract 102, King, WA",4762.0,364.0,258.0,192.0,187.0,103.0,386.0,318.0,421.0,307.0,416.0,311.0,344.0,372.0,285.0,275.0,85.0,40.0,98.0
14000US53033010300,"Census Tract 103, King, WA",7305.0,636.0,352.0,503.0,279.0,186.0,643.0,922.0,645.0,633.0,997.0,283.0,518.0,167.0,177.0,135.0,69.0,85.0,75.0
14000US53033010401,"Census Tract 104.01, King, WA",4382.0,184.0,186.0,170.0,226.0,252.0,374.0,515.0,242.0,171.0,303.0,359.0,294.0,376.0,228.0,172.0,131.0,111.0,88.0
14000US53033010402,"Census Tract 104.02, King, WA",4933.0,142.0,280.0,256.0,215.0,325.0,593.0,418.0,351.0,324.0,404.0,317.0,335.0,307.0,262.0,134.0,101.0,117.0,52.0
14000US53033010500,"Census Tract 105, King, WA",8303.0,313.0,215.0,350.0,229.0,578.0,1175.0,487.0,817.0,740.0,580.0,509.0,479.0,489.0,383.0,276.0,217.0,58.0,408.0
14000US53033010600,"Census Tract 106, King, WA",8466.0,707.0,429.0,271.0,239.0,273.0,337.0,472.0,959.0,955.0,744.0,444.0,647.0,777.0,436.0,337.0,158.0,68.0,213.0
14000US53033010701,"Census Tract 107.01, King, WA",3907.0,456.0,302.0,213.0,151.0,148.0,352.0,321.0,440.0,336.0,308.0,335.0,176.0,105.0,135.0,53.0,22.0,52.0,2.0
14000US53033010702,"Census Tract 107.02, King, WA",4930.0,615.0,461.0,391.0,479.0,316.0,252.0,425.0,459.0,376.0,140.0,304.0,190.0,170.0,98.0,144.0,46.0,51.0,13.0
14000US53033010800,"Census Tract 108, King, WA",4862.0,282.0,287.0,301.0,208.0,175.0,334.0,540.0,467.0,427.0,379.0,355.0,339.0,198.0,182.0,197.0,134.0,15.0,42.0
14000US53033010900,"Census Tract 109, King, WA",1115.0,40.0,15.0,21.0,29.0,38.0,101.0,97.0,150.0,144.0,109.0,82.0,97.0,53.0,92.0,0.0,26.0,8.0,13.0
14000US53033011001,"Census Tract 110.01, King, WA",4777.0,364.0,329.0,411.0,273.0,230.0,289.0,284.0,383.0,222.0,225.0,346.0,249.0,243.0,189.0,189.0,195.0,152.0,204.0
14000US53033011002,"Census Tract 110.02, King, WA",4765.0,319.0,475.0,427.0,319.0,186.0,234.0,330.0,301.0,337.0,168.0,337.0,349.0,305.0,158.0,89.0,172.0,156.0,103.0
14000US53033011101,"Census Tract 111.01, King, WA",5546.0,278.0,240.0,331.0,288.0,444.0,450.0,567.0,523.0,377.0,395.0,357.0,375.0,336.0,257.0,133.0,136.0,14.0,45.0
14000US53033011102,"Census Tract 111.02, King, WA",4747.0,192.0,213.0,352.0,263.0,226.0,581.0,341.0,298.0,440.0,262.0,164.0,406.0,356.0,238.0,141.0,67.0,69.0,138.0
14000US53033011200,"Census Tract 112, King, WA",3705.0,281.0,480.0,101.0,149.0,124.0,384.0,212.0,470.0,180.0,178.0,293.0,161.0,226.0,220.0,91.0,22.0,69.0,64.0
14000US53033011300,"Census Tract 113, King, WA",6973.0,374.0,557.0,431.0,263.0,226.0,583.0,588.0,687.0,455.0,445.0,524.0,345.0,451.0,218.0,321.0,175.0,211.0,119.0
14000US53033011401,"Census Tract 114.01, King, WA",4347.0,101.0,296.0,236.0,221.0,475.0,563.0,389.0,416.0,355.0,325.0,157.0,215.0,293.0,104.0,58.0,58.0,25.0,60.0
14000US53033011402,"Census Tract 114.02, King, WA",4316.0,338.0,299.0,184.0,199.0,284.0,312.0,437.0,359.0,354.0,261.0,175.0,280.0,241.0,193.0,202.0,95.0,18.0,85.0
14000US53033011500,"Census Tract 115, King, WA",4509.0,314.0,205.0,194.0,151.0,189.0,245.0,614.0,510.0,403.0,459.0,276.0,233.0,242.0,244.0,141.0,42.0,17.0,30.0
14000US53033011600,"Census Tract 116, King, WA",7049.0,400.0,487.0,214.0,185.0,311.0,334.0,358.0,439.0,633.0,795.0,633.0,649.0,535.0,388.0,281.0,117.0,98.0,192.0
14000US53033011700,"Census Tract 117, King, WA",5379.0,262.0,239.0,287.0,321.0,399.0,470.0,347.0,338.0,381.0,389.0,384.0,338.0,319.0,237.0,274.0,100.0,192.0,102.0
14000US53033011800,"Census Tract 118, King, WA",8520.0,580.0,650.0,513.0,570.0,335.0,614.0,754.0,499.0,876.0,542.0,587.0,528.0,464.0,336.0,241.0,104.0,206.0,121.0
14000US53033011900,"Census Tract 119, King, WA",7649.0,381.0,320.0,721.0,411.0,307.0,525.0,706.0,407.0,568.0,773.0,543.0,689.0,370.0,334.0,196.0,173.0,91.0,134.0
14000US53033012000,"Census Tract 120, King, WA",3622.0,280.0,206.0,143.0,157.0,143.0,258.0,302.0,331.0,193.0,347.0,254.0,290.0,295.0,177.0,99.0,16.0,89.0,42.0
14000US53033012100,"Census Tract 121, King, WA",2660.0,179.0,185.0,79.0,107.0,1.0,110.0,84.0,134.0,238.0,310.0,167.0,277.0,214.0,187.0,166.0,104.0,32.0,86.0
14000US53033020100,"Census Tract 201, King, WA",3279.0,106.0,196.0,117.0,137.0,94.0,130.0,73.0,152.0,215.0,180.0,234.0,419.0,329.0,222.0,363.0,121.0,62.0,129.0
14000US53033020200,"Census Tract 202, King, WA",5395.0,324.0,302.0,386.0,285.0,126.0,117.0,209.0,503.0,337.0,296.0,420.0,297.0,341.0,270.0,277.0,358.0,213.0,334.0
14000US53033020300,"Census Tract 203, King, WA",7128.0,509.0,346.0,297.0,174.0,422.0,615.0,792.0,449.0,359.0,387.0,625.0,540.0,448.0,392.0,343.0,232.0,51.0,147.0
14000US53033020401,"Census Tract 204.01, King, WA",3760.0,206.0,244.0,134.0,181.0,148.0,265.0,344.0,338.0,406.0,161.0,255.0,290.0,291.0,302.0,107.0,12.0,18.0,58.0
14000US53033020402,"Census Tract 204.02, King, WA",5613.0,428.0,358.0,286.0,235.0,196.0,414.0,603.0,398.0,372.0,284.0,310.0,419.0,468.0,290.0,163.0,176.0,144.0,69.0
