Age,Percent
0,0
1,0
2,0
3,0.475
4,0.475
5,0.941
6,0.941
7,0.941
8,0.941
9,0.941
10,0.981
11,0.981
12,0.981
13,0.981
14,0.981
15,0.974
16,0.974
17,0.974
18,0.707
19,0.707
20,0.335
21,0.335
22,0.335
23,0.335
24,0.335
25,0.103
26,0.103
27,0.103
28,0.103
29,0.103
30,0.103
31,0.103
32,0.103
33,0.103
34,0.103
35,0.024
36,0.024
37,0.024
38,0.024
39,0.024
40,0.024
41,0.024
42,0.024
43,0.024
44,0.024
45,0.024
46,0.024
47,0.024
48,0.024
49,0.024
50,0.024
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
