,name,Total,Family households,Family households:2-person household,Family households:3-person household,Family households:4-person household,Family households:5-person household,Family households:6-person household,Family households:7-or-more person household,Nonfamily households,Nonfamily households:1-person household,Nonfamily households:2-person household,Nonfamily households:3-person household,Nonfamily households:4-person household,Nonfamily households:5-person household,Nonfamily households:6-person household,Nonfamily households:7-or-more person household,Family households:1-person household,Totalsize_1,Totalsize_2,Totalsize_3,Totalsize_4,Totalsize_5,Totalsize_6,Totalsize_7up
79500US5311601,"Seattle City (Northwest) PUMA, WA",77167.0,36276.0,16882.0,10539.0,6935.0,1463.0,373.0,84.0,40891.0,26311.0,12128.0,1665.0,706.0,81.0,0.0,0.0,0,26311.0,29010.0,12204.0,7641.0,1544.0,373.0,84.0
79500US5311602,"Seattle City (Northeast) PUMA, WA",57530.0,27870.0,12792.0,6707.0,6133.0,1669.0,277.0,292.0,29660.0,18606.0,7059.0,1923.0,930.0,523.0,220.0,399.0,0,18606.0,19851.0,8630.0,7063.0,2192.0,497.0,691.0
79500US5311603,"Seattle City (Downtown)--Queen Anne & Magnolia PUMA, WA",87085.0,27355.0,17940.0,5870.0,2805.0,691.0,49.0,0.0,59730.0,46453.0,11429.0,985.0,463.0,129.0,172.0,99.0,0,46453.0,29369.0,6855.0,3268.0,820.0,221.0,99.0
79500US5311604,"Seattle City (Southeast)--Capitol Hill PUMA, WA",54226.0,26970.0,12696.0,5349.0,5406.0,1062.0,1302.0,1155.0,27256.0,18064.0,6479.0,1140.0,1101.0,285.0,141.0,46.0,0,18064.0,19175.0,6489.0,6507.0,1347.0,1443.0,1201.0
79500US5311605,"Seattle City (West)--Duwamish & Beacon Hill PUMA, WA",61941.0,34701.0,15047.0,9424.0,6423.0,1921.0,1070.0,816.0,27240.0,20039.0,5745.0,1134.0,183.0,139.0,0.0,0.0,0,20039.0,20792.0,10558.0,6606.0,2060.0,1070.0,816.0
79500US5311606,"King County (Northwest)--Shoreline, Kenmore & Bothell (South) Cities PUMA, WA",50245.0,32971.0,13980.0,8395.0,7027.0,2585.0,935.0,49.0,17274.0,12897.0,3678.0,354.0,133.0,79.0,133.0,0.0,0,12897.0,17658.0,8749.0,7160.0,2664.0,1068.0,49.0
79500US5311607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA, WA",59402.0,38459.0,14961.0,9746.0,10016.0,2745.0,868.0,123.0,20943.0,14965.0,4856.0,1082.0,40.0,0.0,0.0,0.0,0,14965.0,19817.0,10828.0,10056.0,2745.0,868.0,123.0
79500US5311608,"King County (Northwest Central)--Greater Bellevue City PUMA, WA",59796.0,38250.0,15986.0,8924.0,8497.0,3254.0,1021.0,568.0,21546.0,16218.0,3716.0,1419.0,179.0,0.0,14.0,0.0,0,16218.0,19702.0,10343.0,8676.0,3254.0,1035.0,568.0
79500US5311609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities PUMA, WA",58100.0,43947.0,16140.0,11543.0,11891.0,3358.0,728.0,287.0,14153.0,11099.0,2753.0,100.0,0.0,201.0,0.0,0.0,0,11099.0,18893.0,11643.0,11891.0,3559.0,728.0,287.0
79500US5311610,"King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway PUMA, WA",55304.0,35418.0,14846.0,8769.0,6827.0,2183.0,1643.0,1150.0,19886.0,13827.0,5101.0,370.0,136.0,452.0,0.0,0.0,0,13827.0,19947.0,9139.0,6963.0,2635.0,1643.0,1150.0
