bin,percent
0,0.14925373134328357
1,0.3880597014925373
2,0.19402985074626866
3,0.14925373134328357
4,0.07462686567164178
5,0.014925373134328358
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.014925373134328358
13,0.0
