"GEO_ID","id",
"S1401_C04_027E","Estimate!!Percent in public school!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C04_027M","Margin of Error!!Percent in public school MOE!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C04_028E","Estimate!!Percent in public school!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C04_028M","Margin of Error!!Percent in public school MOE!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C04_029E","Estimate!!Percent in public school!!Population 18 to 24 years",
"S1401_C04_029M","Margin of Error!!Percent in public school MOE!!Population 18 to 24 years",
"S1401_C04_030E","Estimate!!Percent in public school!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C04_030M","Margin of Error!!Percent in public school MOE!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C04_031E","Estimate!!Percent in public school!!Males 18 to 24 years",
"S1401_C04_031M","Margin of Error!!Percent in public school MOE!!Males 18 to 24 years",
"S1401_C04_032E","Estimate!!Percent in public school!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C04_032M","Margin of Error!!Percent in public school MOE!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C04_033E","Estimate!!Percent in public school!!Females 18 to 24 years",
"S1401_C04_033M","Margin of Error!!Percent in public school MOE!!Females 18 to 24 years",
"S1401_C04_034E","Estimate!!Percent in public school!!Females 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C04_034M","Margin of Error!!Percent in public school MOE!!Females 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_001E","Estimate!!In private school!!Population 3 years and over enrolled in school",
"S1401_C05_001M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school",
"S1401_C05_002E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Nursery school, preschool",
"S1401_C05_002M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Nursery school, preschool",
"S1401_C05_003E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",
"S1401_C05_003M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",
"S1401_C05_004E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Kindergarten",
"S1401_C05_004M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Kindergarten",
"S1401_C05_005E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Elementary grade 1 to grade 4",
"S1401_C05_005M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Elementary grade 1 to grade 4",
"S1401_C05_006E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Elementary grade 5 to grade 8",
"S1401_C05_006M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Elementary grade 5 to grade 8",
"S1401_C05_007E","Estimate!!In private school!!Population 3 years and over enrolled in school!!High school grade 9 to grade 12",
"S1401_C05_007M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!High school grade 9 to grade 12",
"S1401_C05_008E","Estimate!!In private school!!Population 3 years and over enrolled in school!!College, undergraduate",
"S1401_C05_008M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!College, undergraduate",
"S1401_C05_009E","Estimate!!In private school!!Population 3 years and over enrolled in school!!Graduate, professional school",
"S1401_C05_009M","Margin of Error!!In private school MOE!!Population 3 years and over enrolled in school!!Graduate, professional school",
"S1401_C05_010E","Estimate!!In private school!!Population enrolled in college or graduate school",
"S1401_C05_010M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school",
"S1401_C05_011E","Estimate!!In private school!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",
"S1401_C05_011M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",
"S1401_C05_012E","Estimate!!In private school!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",
"S1401_C05_012M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",
"S1401_C05_013E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 3 to 4 years",
"S1401_C05_013M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 3 to 4 years",
"S1401_C05_014E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",
"S1401_C05_014M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",
"S1401_C05_015E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 5 to 9 years",
"S1401_C05_015M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 5 to 9 years",
"S1401_C05_016E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",
"S1401_C05_016M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",
"S1401_C05_017E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 10 to 14 years",
"S1401_C05_017M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 10 to 14 years",
"S1401_C05_018E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",
"S1401_C05_018M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",
"S1401_C05_019E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 15 to 17",
"S1401_C05_019M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 15 to 17",
"S1401_C05_020E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 15 to 17!!15 to 17 year olds enrolled in school",
"S1401_C05_020M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 15 to 17!!15 to 17 year olds enrolled in school",
"S1401_C05_021E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 18 to 19 years",
"S1401_C05_021M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 18 to 19 years",
"S1401_C05_022E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",
"S1401_C05_022M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",
"S1401_C05_023E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 20 to 24 years",
"S1401_C05_023M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 20 to 24 years",
"S1401_C05_024E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",
"S1401_C05_024M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",
"S1401_C05_025E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 25 to 34 years",
"S1401_C05_025M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 25 to 34 years",
"S1401_C05_026E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",
"S1401_C05_026M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",
"S1401_C05_027E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C05_027M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C05_028E","Estimate!!In private school!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C05_028M","Margin of Error!!In private school MOE!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C05_029E","Estimate!!In private school!!Population 18 to 24 years",
"S1401_C05_029M","Margin of Error!!In private school MOE!!Population 18 to 24 years",
"S1401_C05_030E","Estimate!!In private school!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_030M","Margin of Error!!In private school MOE!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_031E","Estimate!!In private school!!Males 18 to 24 years",
"S1401_C05_031M","Margin of Error!!In private school MOE!!Males 18 to 24 years",
"S1401_C05_032E","Estimate!!In private school!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_032M","Margin of Error!!In private school MOE!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_033E","Estimate!!In private school!!Females 18 to 24 years",
"S1401_C05_033M","Margin of Error!!In private school MOE!!Females 18 to 24 years",
"S1401_C05_034E","Estimate!!In private school!!Females 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C05_034M","Margin of Error!!In private school MOE!!Females 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_001E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school",
"S1401_C06_001M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school",
"S1401_C06_002E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Nursery school, preschool",
"S1401_C06_002M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Nursery school, preschool",
"S1401_C06_003E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",
"S1401_C06_003M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Kindergarten to 12th grade",
"S1401_C06_004E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Kindergarten",
"S1401_C06_004M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Kindergarten",
"S1401_C06_005E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Elementary grade 1 to grade 4",
"S1401_C06_005M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Elementary grade 1 to grade 4",
"S1401_C06_006E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Elementary grade 5 to grade 8",
"S1401_C06_006M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Elementary grade 5 to grade 8",
"S1401_C06_007E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!High school grade 9 to grade 12",
"S1401_C06_007M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!High school grade 9 to grade 12",
"S1401_C06_008E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!College, undergraduate",
"S1401_C06_008M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!College, undergraduate",
"S1401_C06_009E","Estimate!!Percent in private school!!Population 3 years and over enrolled in school!!Graduate, professional school",
"S1401_C06_009M","Margin of Error!!Percent in private school MOE!!Population 3 years and over enrolled in school!!Graduate, professional school",
"S1401_C06_010E","Estimate!!Percent in private school!!Population enrolled in college or graduate school",
"S1401_C06_010M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school",
"S1401_C06_011E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",
"S1401_C06_011M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Males enrolled in college or graduate school",
"S1401_C06_012E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",
"S1401_C06_012M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Females enrolled in college or graduate school",
"S1401_C06_013E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 3 to 4 years",
"S1401_C06_013M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 3 to 4 years",
"S1401_C06_014E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",
"S1401_C06_014M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 3 to 4 years!!3 to 4 year olds enrolled in school",
"S1401_C06_015E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 5 to 9 years",
"S1401_C06_015M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 5 to 9 years",
"S1401_C06_016E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",
"S1401_C06_016M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 5 to 9 years!!5 to 9 year olds enrolled in school",
"S1401_C06_017E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 10 to 14 years",
"S1401_C06_017M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 10 to 14 years",
"S1401_C06_018E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",
"S1401_C06_018M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 10 to 14 years!!10 to 14 year olds enrolled in school",
"S1401_C06_019E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 15 to 17",
"S1401_C06_019M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 15 to 17",
"S1401_C06_020E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 15 to 17!!15 to 17 year olds enrolled in school",
"S1401_C06_020M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 15 to 17!!15 to 17 year olds enrolled in school",
"S1401_C06_021E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 18 to 19 years",
"S1401_C06_021M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 18 to 19 years",
"S1401_C06_022E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",
"S1401_C06_022M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 18 to 19 years!!18 and 19 year olds enrolled in school",
"S1401_C06_023E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 20 to 24 years",
"S1401_C06_023M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 20 to 24 years",
"S1401_C06_024E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",
"S1401_C06_024M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 20 to 24 years!!20 to 24 year olds enrolled in school",
"S1401_C06_025E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 25 to 34 years",
"S1401_C06_025M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 25 to 34 years",
"S1401_C06_026E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",
"S1401_C06_026M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 25 to 34 years!!25 to 34 year olds enrolled in school",
"S1401_C06_027E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C06_027M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 35 years and over",
"S1401_C06_028E","Estimate!!Percent in private school!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C06_028M","Margin of Error!!Percent in private school MOE!!Population enrolled in college or graduate school!!Population 35 years and over!!35 years and over enrolled in school",
"S1401_C06_029E","Estimate!!Percent in private school!!Population 18 to 24 years",
"S1401_C06_029M","Margin of Error!!Percent in private school MOE!!Population 18 to 24 years",
"S1401_C06_030E","Estimate!!Percent in private school!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_030M","Margin of Error!!Percent in private school MOE!!Population 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_031E","Estimate!!Percent in private school!!Males 18 to 24 years",
"S1401_C06_031M","Margin of Error!!Percent in private school MOE!!Males 18 to 24 years",
"S1401_C06_032E","Estimate!!Percent in private school!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_032M","Margin of Error!!Percent in private school MOE!!Males 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_033E","Estimate!!Percent in private school!!Females 18 to 24 years",
"S1401_C06_033M","Margin of Error!!Percent in private school MOE!!Females 18 to 24 years",
"S1401_C06_034E","Estimate!!Percent in private school!!Females 18 to 24 years!!Enrolled in college or graduate school",
"S1401_C06_034M","Margin of Error!!Percent in private school MOE!!Females 18 to 24 years!!Enrolled in college or graduate school",
