Age,Percent
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0.087
11,0.087
12,0.087
13,0.087
14,0.087
15,0.403
16,0.403
17,0.403
18,0.403
19,0.403
20,0.558
21,0.558
22,0.558
23,0.558
24,0.558
25,0.502
26,0.502
27,0.502
28,0.502
29,0.502
30,0.412
31,0.412
32,0.412
33,0.412
34,0.412
35,0.368
36,0.368
37,0.368
38,0.368
39,0.368
40,0.303
41,0.303
42,0.303
43,0.303
44,0.303
45,0.289
46,0.289
47,0.289
48,0.289
49,0.289
50,0.223
51,0.223
52,0.223
53,0.223
54,0.223
55,0.172
56,0.172
57,0.172
58,0.172
59,0.172
60,0.120
61,0.120
62,0.120
63,0.120
64,0.120
65,0.104
66,0.104
67,0.104
68,0.104
69,0.104
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
