age_bracket,percent
0_4,0.05667748744600362
5_9,0.06003210107192808
10_14,0.06611066096210319
15_19,0.0678148046840728
20_24,0.06197055165330842
25_29,0.05566697460299438
30_34,0.058181386539225756
35_39,0.06290158595810345
40_44,0.06499796142710425
45_49,0.07263099766209236
50_54,0.07557480014244206
55_59,0.07175363717531211
60_64,0.06167018471018719
65_69,0.049198247343404056
70_74,0.03804131851798331
75_79,0.02900347331533884
80_84,0.02086982550848201
85_100,0.026904001279914123
