age_bracket,fraction_male,fraction_female
0_4,0.5168275359679475,0.48317246403205244
5_9,0.5163342503438789,0.483665749656121
10_14,0.512342113069681,0.487657886930319
15_19,0.5105479452054794,0.48945205479452053
20_24,0.49988340717545554,0.5001165928245445
25_29,0.507129480261816,0.49287051973818397
30_34,0.5003104653431972,0.4996895346568027
35_39,0.4927961929766984,0.5072038070233016
40_44,0.484937510917724,0.5150624890822759
45_49,0.4839126851036012,0.5160873148963988
50_54,0.4810565707886039,0.5189434292113961
55_59,0.4794148109787675,0.5205851890212325
60_64,0.4746514469345741,0.5253485530654258
65_69,0.4700612621685129,0.529938737831487
70_74,0.4385022385022385,0.5614977614977615
75_79,0.4082707569664401,0.5917292430335599
80_84,0.40209703744003167,0.5979029625599683
85_100,0.34041818530596585,0.6595818146940341
